#Table29: Reduced Cu transitions according to the criteria and results obtained in Sect. 11
#
#wavelength/Angstrom, Ion, log(gf)_TOSS, log(gf)_Kurucz, E_low/cm^-1, E_up/cm^-1
#
1142.40,V,-0.41,-0.35,188833,276368
1142.72,V,-0.40,-0.35,265975,353486
1142.73,IV,-1.25,-1.24,223764,311274
1142.78,VI,0.12,0.18,309111,396617
1143.13,IV,-0.79,-0.89,230331,317811
1143.19,V,-2.30,-2.19,219203,306678
1143.61,V,-0.67,-0.64,220623,308065
1144.01,V,-1.59,-1.66,235053,322464
1144.55,V,-1.49,-1.44,222401,309772
1144.75,IV,-1.39,-1.40,201211,288566
1144.83,V,-0.64,-0.58,226889,314238
1145.44,V,-2.33,-2.30,272755,360058
1145.44,IV,-2.11,-2.17,233299,320601
1145.70,IV,-0.92,-0.89,244753,332036
1145.77,V,-1.54,-1.55,223477,310754
1146.77,IV,-1.78,-1.78,220316,307517
1146.77,V,-0.42,-0.35,220623,307825
1147.75,V,-0.78,-0.86,220938,308065
1148.13,IV,-2.41,-2.39,225859,312957
1148.44,V,-1.32,-1.28,223376,310450
1148.57,V,0.22,0.27,256272,343337
1148.58,V,-0.76,-0.71,256273,343337
1148.70,V,-0.91,-0.89,229588,316643
1148.73,V,-0.46,-0.39,220938,307991
1149.05,V,0.14,0.19,256273,343301
1149.30,IV,-1.55,-1.55,202361,289370
1150.22,IV,-1.14,-1.02,224071,311011
1150.27,V,-0.85,-0.84,239541,326477
1150.54,V,-1.30,-1.28,222886,309801
1150.59,V,-1.80,-1.74,219203,306116
1150.60,IV,-2.33,-2.24,218945,305856
1150.84,V,-0.70,-0.68,222401,309294
1150.93,V,-0.44,-0.41,220938,307825
1150.93,V,-0.44,-0.41,220938,307825
1150.93,V,-0.49,-0.47,222886,309772
1150.93,V,-0.49,-0.47,222886,309772
1150.98,V,-1.79,-1.71,228105,314988
1151.24,V,-2.11,-2.03,239615,326477
1151.39,IV,-2.06,-2.10,220316,307167
1151.62,IV,-1.82,-1.81,203140,289974
1151.65,IV,-0.51,-0.40,245204,332036
1151.68,V,-0.90,-0.88,265752,352582
1151.80,V,-2.30,-2.26,243140,329961
1152.22,V,-0.56,-0.54,278282,365071
1152.33,V,-0.43,-0.41,189587,276368
1152.91,V,-1.01,-0.95,272755,359492
1153.15,V,-0.69,-0.64,221272,307991
1153.52,V,0.14,0.19,272801,359492
1153.52,V,0.14,0.19,272801,359492
1153.52,V,0.22,0.27,278380,365071
1153.52,V,0.22,0.27,278380,365071
1153.61,V,-1.01,-0.95,220208,306892
1153.61,V,-1.02,-1.04,222886,309570
1153.84,IV,-1.45,-1.47,220316,306983
1154.23,V,-0.56,-0.49,221272,307910
1154.64,V,-0.65,-0.60,265975,352582
1154.77,IV,-1.26,-1.15,233299,319896
1155.37,V,-0.80,-0.83,221272,307825
1155.45,V,-2.29,-2.27,229588,316134
1155.47,V,0.32,0.38,236331,322876
1155.63,V,-1.92,-1.87,265886,352419
1155.68,V,-1.11,-1.07,236040,322569
1156.20,VI,-2.34,-2.39,309111,395601
1156.47,V,-0.49,-0.41,246477,332946
1156.60,V,-0.89,-0.84,236109,322569
1156.82,V,-1.41,-1.36,265975,352419
1156.94,V,-0.85,-0.79,238234,324668
1157.00,V,-0.77,-0.74,236040,322470
1157.19,V,-1.18,-1.21,222401,308818
1157.23,V,-0.18,-0.09,236331,322744
1157.26,V,-0.89,-0.86,236059,322470
1157.30,V,-1.30,-1.30,222886,309294
1157.34,V,0.03,-0.00,236059,322464
1157.34,IV,-1.32,-1.36,233299,319704
1157.39,IV,-1.80,-1.91,230331,316732
1157.54,V,0.55,0.60,238234,324624
1157.70,IV,-2.34,-2.41,201211,287589
1157.90,V,0.48,0.53,238305,324668
1157.93,V,-0.66,-0.61,236109,322470
1158.00,V,-1.92,-1.82,223214,309570
1158.21,V,-1.23,-1.20,272801,359141
1158.38,V,-1.63,-1.67,223376,309703
1158.42,V,0.35,0.40,278282,364607
1158.45,V,-0.41,-0.36,246624,332946
1158.50,V,-0.58,-0.54,238305,324624
1158.58,V,-1.22,-1.16,235053,321365
1158.80,VI,-1.80,-1.85,309111,395407
1158.83,V,-2.25,-2.38,187779,274073
1158.95,V,-0.74,-0.68,187779,274065
1159.16,V,-1.84,-1.81,220623,306892
1159.48,IV,-2.20,-2.15,218000,304245
1159.48,V,-2.16,-2.11,221664,307910
1159.74,V,-0.51,-0.47,278380,364607
1159.74,V,-2.31,-2.35,223477,309703
1159.76,V,0.52,0.57,187779,274004
1159.78,IV,-0.86,-0.88,225859,312083
1159.86,V,-1.17,-1.12,228020,314238
1160.74,V,-0.03,0.02,236040,322192
1160.99,V,-0.39,-0.36,236059,322192
1161.19,V,-1.28,-1.26,265886,352005
1161.29,V,-1.25,-1.22,230532,316643
1161.53,V,-0.33,-0.30,223477,309570
1161.71,V,-0.47,-0.45,223214,309294
1163.20,V,0.19,0.24,272755,358725
1163.41,V,-0.43,-0.44,220938,306892
1163.71,V,-1.57,-1.44,222886,308818
1163.82,V,-1.36,-1.32,272801,358725
1163.94,V,-0.56,-0.53,234036,319952
1164.21,IV,-2.29,-2.34,221272,307167
1164.67,V,-1.62,-1.56,236331,322192
1165.13,V,-1.19,-1.11,226311,312138
1165.35,IV,-1.76,-1.80,226271,312083
1165.57,V,-0.73,-0.70,226311,312106
1165.64,IV,-2.31,-2.29,226271,312061
1165.64,IV,-2.31,-2.29,226271,312061
1165.64,IV,-2.27,-2.26,225387,311177
1165.64,IV,-2.27,-2.26,225387,311177
1166.33,V,-1.76,-1.70,265692,351431
1166.36,V,-1.24,-1.22,236059,321796
1166.56,IV,-2.26,-2.22,227993,313715
1166.98,IV,-0.92,-0.86,243029,328720
1167.36,V,0.25,0.31,222401,308065
1167.51,V,0.32,0.36,234036,319689
1167.76,V,-2.15,-2.17,221272,306906
1168.19,V,-0.95,-0.92,230532,316134
1168.53,V,0.21,0.22,226311,311889
1168.98,V,-1.26,-1.23,265886,351431
1169.94,V,-1.28,-1.36,221664,307139
1170.31,IV,-2.05,-2.12,233299,318746
1170.78,IV,-1.88,-1.83,225387,310800
1170.92,V,-0.90,-0.89,236040,321443
1171.18,V,-1.70,-1.82,236059,321443
1171.20,V,-1.78,-1.67,234036,319419
1171.86,V,-0.43,-0.36,236109,321443
1171.99,V,-0.54,-0.51,236040,321365
1172.15,V,-1.71,-1.65,188833,274146
1172.17,V,0.30,0.36,238305,323617
1172.25,V,-0.16,-0.11,236059,321365
1172.71,V,0.02,0.12,238234,323506
1172.78,V,-1.04,-0.96,234036,319304
1172.78,IV,-1.72,-1.70,230331,315599
1172.88,V,-0.21,-0.22,220623,305883
1173.14,V,-0.11,-0.11,221664,306906
1173.15,V,-0.22,-0.18,188833,274073
1173.27,V,0.39,0.44,188833,274065
1173.51,V,-0.66,-0.60,229774,314988
1173.69,V,-0.70,-0.63,238305,323506
1173.80,V,-0.35,-0.30,272755,357948
1174.43,V,-1.41,-1.35,272801,357948
1174.71,V,-1.33,-1.30,239541,324668
1175.02,V,-2.32,-2.19,222886,307991
1175.18,V,-1.00,-1.03,226889,311982
1175.37,V,0.09,0.15,199441,284521
1176.00,V,-0.33,-0.27,236040,321074
1176.00,V,-1.26,-1.20,236331,321365
1176.14,V,-1.87,-1.80,222886,307910
1176.24,V,0.11,0.17,278380,363397
1176.26,V,-1.88,-1.74,236059,321074
1176.28,V,-1.37,-1.31,221664,306678
1176.38,VI,-1.68,-1.75,309111,394117
1176.53,V,0.20,0.18,219203,304199
1176.95,V,-0.71,-0.70,236109,321074
1177.05,V,0.21,0.26,246477,331435
1177.18,V,-2.46,-2.43,226889,311838
1177.32,V,0.08,0.14,222886,307825
1177.55,V,-1.82,-1.80,226311,311233
1177.88,V,-0.19,-0.13,200648,285546
1178.88,V,-0.48,-0.44,236109,320935
1179.57,V,-0.15,-0.09,223214,307991
1179.61,IV,-2.22,-2.18,228480,313253
1180.23,V,-0.40,-0.35,246624,331354
1181.25,V,-0.58,-0.53,201413,286069
1181.33,V,0.07,0.12,229588,314238
1181.52,V,-1.92,-1.84,235053,319689
1182.01,V,-1.16,-1.11,189587,274189
1182.10,V,-1.00,-1.00,227543,312138
1182.54,V,-1.11,-1.17,226311,310875
1182.55,V,0.14,0.11,227543,312106
1182.60,V,-0.18,-0.13,189587,274146
1182.77,V,-1.23,-1.23,256272,340820
1182.78,V,-2.11,-2.10,256273,340820
1183.22,V,-1.05,-1.05,220938,305453
1183.56,V,-0.59,-0.50,222401,306892
1183.62,V,0.15,0.21,189587,274073
1184.04,V,-0.14,-0.09,230532,314988
1184.13,V,-1.24,-1.13,256272,340723
1184.13,V,-1.54,-1.53,256273,340723
1184.37,V,-0.63,-0.56,223477,307910
1184.88,IV,-2.43,-2.44,213535,297931
1185.31,V,-0.43,-0.34,235053,319419
1185.71,V,-1.62,-1.68,227801,312138
1186.17,V,-0.66,-0.64,227801,312106
1186.20,IV,-1.60,-1.50,244417,328720
1186.40,V,-0.53,-0.41,246477,330765
1186.58,V,-2.34,-2.41,219203,303479
1186.92,V,0.04,0.08,235053,319304
1187.38,V,-0.57,-0.52,201850,286069
1187.51,V,-0.29,-0.22,256273,340483
1187.93,V,-1.97,-1.92,221664,305844
1187.98,V,-0.45,-0.39,236040,320216
1188.04,V,0.27,0.34,226311,310483
1188.48,V,-0.14,-0.11,246624,330765
1188.59,V,-0.46,-0.41,201413,285546
1188.67,V,-2.01,-1.96,243140,327268
1188.81,V,0.20,0.26,228020,312138
1188.93,V,-1.03,-0.98,190100,274210
1189.20,V,-0.95,-0.89,228048,312138
1189.23,V,0.21,0.28,227801,311889
1189.23,V,-0.23,-0.18,190100,274189
1189.40,V,-1.02,-1.11,239541,323617
1189.66,V,-0.03,0.11,228048,312106
1189.83,V,-0.07,-0.02,190100,274146
1189.93,V,-0.53,-0.48,219203,303242
1189.98,IV,-2.41,-2.38,228480,312515
1190.10,IV,-0.11,-0.09,230236,314262
1190.44,V,-0.59,-0.57,239615,323617
1190.93,V,-0.01,0.04,228105,312073
1190.95,IV,-1.53,-1.60,244753,328720
1190.97,V,0.25,0.26,239541,323506
1191.39,IV,-2.36,-2.35,228480,312416
1192.28,V,-0.51,-0.46,200648,284521
1192.39,V,-2.17,-2.10,226889,310754
1192.42,V,0.50,0.54,278282,362145
1192.45,V,-0.48,-0.43,272801,356662
1192.45,V,-0.48,-0.43,272801,356662
1192.45,V,0.03,0.09,278282,362143
1192.45,V,0.03,0.09,278282,362143
1192.54,V,0.14,0.20,220208,304062
1192.84,V,-0.98,-0.91,220623,304456
1193.07,V,-0.59,-0.58,228020,311838
1193.18,V,-0.38,-0.33,190400,274210
1193.49,V,-0.43,-0.38,190400,274189
1193.84,V,-0.63,-0.66,223376,307139
1193.85,V,-0.37,-0.35,278380,362143
1194.03,IV,-1.94,-2.07,232442,316192
1194.28,V,-0.23,-0.16,228105,311838
1194.40,V,-1.03,-0.98,220208,303932
1194.50,V,-0.57,-0.54,220938,304655
1194.53,VI,-1.59,-1.56,308998,392713
1194.66,V,-1.68,-1.59,230532,314238
1194.79,V,-1.24,-1.20,201850,285546
1194.88,V,0.24,0.29,227543,311233
1195.06,V,-1.00,-1.12,227543,311220
1195.93,V,-1.76,-1.73,272755,356372
1196.06,V,-0.05,0.01,239615,323222
1196.16,V,-0.21,-0.14,228105,311706
1196.23,VI,-1.32,-1.27,308998,392594
1196.58,V,-1.47,-1.49,272801,356372
1196.72,V,0.00,0.06,228020,311582
1196.72,V,-0.26,-0.20,226889,310450
1197.33,VI,-1.59,-1.62,308998,392517
1197.35,V,-0.65,-0.61,220938,304456
1197.35,IV,-1.57,-1.59,214413,297931
1197.42,V,-0.38,-0.32,223477,306989
1197.83,V,-0.54,-0.49,246477,329961
1198.04,V,-0.70,-0.70,220623,304092
1198.12,V,-0.37,-0.39,223214,306678
1198.47,V,0.22,0.27,220623,304062
1198.58,V,-1.12,-1.04,227801,311233
1198.82,V,0.50,0.55,265752,349168
1199.28,V,-0.91,-0.86,221272,304655
1199.55,V,-1.03,-0.95,236040,319404
1199.65,V,-1.84,-1.83,236331,319689
1199.74,IV,-2.01,-2.05,229064,312416
1199.83,V,-0.12,-0.07,236059,319404
1199.95,V,0.19,0.24,243140,326477
1199.95,V,-0.29,-0.23,246624,329961
1200.35,V,-0.10,-0.03,220623,303932
1200.44,V,-1.78,-1.88,223376,306678
1201.22,V,0.64,0.68,220208,303456
1201.49,V,-0.30,-0.30,222886,306116
1201.74,V,-1.51,-1.61,228020,311233
1201.90,V,-0.51,-0.49,223477,306678
1201.92,V,-1.57,-1.51,228020,311220
1202.15,V,-0.64,-0.65,221272,304456
1202.32,V,-1.39,-1.31,228048,311220
1202.73,VI,-1.75,-1.65,309111,392255
1203.08,V,-0.58,-0.55,272755,355875
1203.15,V,-0.26,-0.21,228105,311220
1203.17,IV,-1.35,-1.29,250623,333737
1203.25,V,-1.40,-1.36,201413,284521
1203.30,V,-0.51,-0.48,256273,339378
1203.74,V,-1.41,-1.35,227801,310875
1204.07,V,-0.28,-0.22,222401,305453
1204.57,IV,-0.81,-0.83,230236,313253
1204.91,V,0.13,0.19,220938,303932
1205.21,V,-1.56,-1.54,236331,319304
1205.43,V,-0.42,-0.51,226311,309269
1205.68,V,-0.46,-0.48,227543,310483
1205.94,V,-0.56,-0.52,239541,322464
1206.15,IV,-2.35,-2.29,213665,296573
1206.25,V,-0.24,-0.21,223214,306116
1206.79,V,-0.92,-0.86,236059,318923
1206.81,V,-0.13,-0.09,246477,329340
1206.99,V,-1.92,-1.83,272755,355606
1207.01,V,-0.70,-0.76,239615,322464
1207.22,V,0.24,0.31,239541,322376
1207.33,V,-0.04,0.02,228048,310875
1207.52,V,-0.40,-0.33,226889,309703
1208.29,V,-0.21,-0.20,239615,322376
1208.70,V,-0.10,-0.04,228020,310754
1208.97,V,-0.69,-0.56,246624,329340
1209.28,VI,-1.63,-1.49,308998,391692
1209.41,IV,-0.78,-0.76,244671,327357
1209.47,V,-2.26,-2.22,226889,309570
1209.94,V,-1.04,-1.06,228105,310754
1210.08,V,-1.14,-1.10,223477,306116
1210.56,V,-0.02,0.04,234036,316643
1210.60,IV,-1.35,-1.20,244753,327357
1210.77,V,0.12,0.17,236331,318923
1210.93,VI,-1.20,-1.14,309111,391692
1211.08,V,-0.44,-0.39,265752,348324
1211.13,V,-0.29,-0.27,222886,305453
1211.38,V,-0.38,-0.37,229588,312138
1212.02,V,-0.04,-0.02,226311,308818
1212.11,V,-2.14,-2.04,199441,281942
1212.58,V,-0.13,-0.06,223376,305844
1213.92,V,0.16,0.21,243140,325519
1214.22,V,-0.86,-0.73,220623,302980
1214.35,V,0.33,0.37,265975,348324
1214.40,V,-1.03,-1.11,228105,310450
1214.62,V,-1.59,-1.63,219203,301533
1215.07,IV,-0.53,-0.47,233299,315599
1215.49,V,-1.16,-1.31,220938,303209
1215.50,IV,-2.00,-2.04,230331,312602
1215.68,V,-0.04,-0.03,227543,309801
1215.75,V,-1.10,-0.99,222401,304655
1215.97,V,-0.88,-0.87,223214,305453
1216.42,V,-0.41,-0.35,229774,311982
1216.44,V,-0.63,-0.63,221272,303479
1216.54,VI,-1.92,-1.84,308998,391198
1216.85,IV,-0.69,-0.73,230236,312416
1217.14,IV,-1.59,-1.60,214413,296573
1217.25,IV,-2.00,-1.92,245204,327357
1217.31,V,0.01,0.03,235053,317201
1217.50,IV,-2.43,-2.49,230331,312467
1217.83,V,0.08,0.12,234036,316149
1217.96,V,-0.63,-0.64,272801,354905
1218.22,VI,-1.63,-1.54,309111,391198
1218.31,IV,-2.34,-2.34,214413,296494
1218.88,V,-0.64,-0.52,220938,302980
1218.91,V,-1.97,-1.93,265752,347793
1219.57,V,-1.98,-1.93,272801,354797
1219.59,V,-0.40,-0.34,229588,311582
1219.91,V,-1.81,-1.74,200648,282622
1219.96,V,-2.37,-2.41,221272,303242
1220.44,V,-0.46,-0.43,221272,303209
1220.51,V,-0.96,-0.98,229774,311706
1220.90,V,0.21,0.26,265886,347793
1221.34,V,0.08,0.13,219203,301081
1221.80,IV,-1.57,-1.44,230236,312083
1222.22,V,-0.43,-0.38,265975,347793
1222.60,V,-0.89,-0.85,272755,354548
1222.69,V,0.40,0.45,256272,338059
1222.78,V,-0.65,-0.65,228020,309801
1222.80,IV,-1.73,-1.69,215133,296912
1222.85,V,-0.55,-0.50,278282,360058
1222.95,V,-0.38,-0.33,222886,304655
1222.97,V,-0.61,-0.50,243140,324909
1223.06,IV,-1.68,-1.79,230236,311998
1223.18,V,-0.62,-0.57,226311,308065
1223.22,V,-0.37,-0.32,228020,309772
1223.22,V,-1.85,-1.72,227543,309294
1223.22,IV,-0.82,-0.82,230331,312083
1223.34,V,-0.04,0.02,256272,338016
1223.59,V,-0.97,-0.89,227543,309269
1223.62,V,-0.36,-0.31,228048,309772
1223.72,V,0.16,0.18,238234,319952
1223.86,V,0.12,0.15,221272,302980
1224.05,V,-1.00,-1.03,228105,309801
1224.13,V,0.20,0.25,222401,304092
1224.32,V,0.35,0.40,278380,360058
1224.80,V,-1.52,-1.55,238305,319952
1224.81,V,-0.70,-0.75,229588,311233
1225.00,V,-1.88,-1.86,229588,311220
1225.64,V,-1.43,-1.38,235053,316643
1225.79,IV,-2.19,-2.29,229694,311274
1225.83,V,-0.20,-0.14,221664,303242
1225.94,V,-0.81,-0.89,222886,304456
1226.25,V,-1.15,-1.07,228020,309570
1226.37,V,-0.16,-0.11,230532,312073
1226.54,V,-0.27,-0.29,222401,303932
1226.58,V,0.09,0.14,265692,347219
1226.79,V,-1.20,-1.19,226311,307825
1226.88,VI,-2.01,-1.94,309111,390618
1227.18,V,-0.73,-0.66,199441,280929
1227.47,V,0.06,0.13,227801,309269
1227.53,V,-0.89,-0.84,228105,309570
1227.89,V,-1.17,-1.13,223214,304655
1228.30,IV,-0.42,-0.30,250623,332036
1229.51,V,-0.60,-0.55,265886,347219
1229.92,V,-0.43,-0.37,230532,311838
1230.06,V,-0.31,-0.26,221664,302961
1230.10,V,-0.49,-0.43,200648,281942
1230.20,V,-0.28,-0.20,229588,310875
1230.39,V,-0.65,-0.67,227543,308818
1230.41,V,-0.75,-0.69,228020,309294
1230.82,V,-1.67,-1.52,228048,309294
1230.86,V,-1.96,-1.91,265975,347219
1230.94,V,-1.40,-1.38,272801,354039
1231.40,V,-0.56,-0.51,201413,282622
1231.43,V,-0.48,-0.40,222886,304092
1231.70,V,-1.39,-1.36,228105,309294
1231.91,V,-1.40,-1.35,230532,311706
1231.92,V,0.63,0.68,238234,319408
1232.04,V,-1.01,-0.95,229588,310754
1232.62,V,0.27,0.31,220208,301336
1232.84,V,-0.73,-0.77,238305,319419
1232.87,V,-0.96,-0.91,278380,359492
1233.33,V,-0.14,-0.08,235053,316134
1233.37,V,-0.84,-0.82,220208,301286
1233.42,IV,-1.90,-1.89,214835,295910
1234.30,V,0.02,0.10,227801,308818
1234.48,IV,-2.15,-2.02,243725,324731
1235.44,IV,-2.19,-2.16,230331,311274
1236.24,V,-1.21,-1.17,272755,353646
1236.93,V,0.23,0.28,272801,353646
1237.50,V,-0.20,-0.18,222401,303209
1237.66,V,-1.37,-1.44,228020,308818
1237.75,V,-1.12,-1.08,246477,327268
1238.06,V,-0.13,-0.08,201850,282622
1238.19,V,-0.07,-0.04,220623,301386
1238.31,V,-1.06,-0.97,246624,327380
1238.69,V,-2.09,-2.07,272755,353486
1238.95,V,0.16,0.22,220623,301336
1239.33,V,0.02,0.09,230532,311220
1239.39,V,-2.40,-2.35,272801,353486
1239.47,IV,-1.32,-1.24,230331,311011
1239.51,V,-0.63,-0.55,229774,310450
1239.72,V,0.22,0.26,220623,301286
1239.95,V,-0.09,-0.07,220938,301587
1240.02,V,-0.37,-0.33,246624,327268
1240.30,IV,-1.99,-1.91,242530,323155
1240.80,V,-0.32,-0.26,222886,303479
1240.95,V,-1.50,-1.51,236059,316643
1241.02,V,-0.78,-0.71,222401,302980
1241.25,IV,-2.14,-2.21,230236,310800
1241.78,V,0.08,0.13,201413,281942
1242.62,IV,-1.86,-1.85,217079,297554
1243.04,V,-1.29,-1.17,227543,307991
1243.05,V,-0.19,-0.14,220938,301386
1243.12,V,-0.32,-0.27,278282,358725
1243.52,IV,-2.00,-2.13,233299,313715
1243.62,V,0.14,0.23,239541,319952
1244.46,V,-1.73,-1.67,222886,303242
1244.58,V,0.05,0.12,220938,301286
1244.96,V,-0.63,-0.73,222886,303209
1245.15,V,-1.71,-1.69,236331,316643
1245.61,V,-1.00,-0.93,227543,307825
1245.63,V,0.26,0.31,200648,280929
1245.88,V,-0.41,-0.36,223214,303479
1245.93,V,-0.35,-0.29,221272,301533
1246.11,V,-0.54,-0.54,226889,307139
1246.54,V,-0.45,-0.43,230532,310754
1246.66,V,-0.26,-0.19,220623,300837
1246.67,V,-0.88,-0.85,229588,309801
1246.94,IV,-1.69,-1.83,241855,322051
1246.99,V,0.32,0.37,220208,300401
1247.12,V,-0.04,0.03,229588,309772
1248.03,IV,-2.27,-2.28,243029,323155
1248.23,V,-0.26,-0.15,221272,301386
1248.52,V,-1.31,-1.43,222886,302980
1248.53,V,-1.51,-1.51,236040,316134
1248.83,V,-1.82,-1.81,236059,316134
1249.13,V,-0.49,-0.44,199441,279497
1249.57,V,-1.92,-1.96,223214,303242
1249.73,V,-0.47,-0.48,228048,308065
1249.73,V,-0.29,-0.27,226889,306906
1249.96,V,-0.62,-0.56,223477,303479
1249.99,V,-0.81,-0.77,246477,326477
1250.08,V,-0.86,-0.90,223214,303209
1250.26,V,-0.15,-0.18,221272,301255
1250.32,V,0.39,0.44,199441,279421
1250.46,V,-0.50,-0.46,228020,307991
1250.89,V,-1.14,-1.17,228048,307991
1251.11,V,-1.29,-1.32,229774,309703
1251.27,V,-1.95,-1.85,230532,310450
1251.58,V,-0.03,-0.02,220938,300837
1251.73,V,-1.46,-1.42,228020,307910
1251.91,V,-0.47,-0.48,239541,319419
1252.71,V,0.32,0.37,272755,352582
1253.00,V,-1.98,-1.97,221272,301081
1253.07,V,0.18,0.23,239615,319419
1253.07,V,-1.20,-1.16,228020,307825
1253.07,V,-1.20,-1.16,228020,307825
1253.07,V,-0.26,-0.22,228105,307910
1253.07,V,-0.26,-0.22,228105,307910
1253.47,V,-1.02,-1.01,220623,300401
1253.71,V,-0.56,-0.48,239541,319304
1253.76,IV,-1.93,-2.02,218171,297931
1254.55,VI,-0.93,-0.87,308998,388708
1254.60,V,-0.22,-0.15,229588,309294
1254.87,V,-1.39,-1.49,239615,319304
1255.27,V,-0.11,-0.06,272755,352419
1255.29,V,-0.76,-0.71,256272,335935
1255.30,V,0.24,0.29,256273,335935
1255.99,V,-1.16,-1.12,272801,352419
1256.51,V,-1.94,-1.94,223376,302961
1256.73,V,0.13,0.23,226311,305883
1256.83,V,-0.53,-0.51,221272,300837
1257.52,IV,-1.77,-1.81,242530,322051
1257.94,IV,-2.36,-2.49,243029,322524
1257.95,IV,-2.35,-2.36,217079,296573
1258.37,IV,-1.72,-1.64,217445,296912
1258.45,V,-1.01,-1.07,220938,300401
1258.70,V,-0.51,-0.56,246477,325923
1258.71,IV,-1.73,-1.81,244671,324118
1258.74,VI,-2.48,-2.41,308998,388442
1259.17,V,-0.46,-0.41,200648,280066
1259.19,V,-1.23,-1.16,221664,301081
1260.54,VI,-1.34,-1.29,309111,388442
1260.56,V,-0.52,-0.48,243140,322470
1260.80,VI,-1.71,-1.65,308998,388312
1261.04,IV,-1.49,-1.50,218631,297931
1261.05,V,-1.88,-1.83,246624,325923
1261.37,IV,-1.18,-1.28,213360,292639
1261.52,V,-1.43,-1.47,230532,309801
1262.14,V,-1.49,-1.61,229588,308818
1262.28,V,0.19,0.23,199441,278663
1263.14,IV,-1.84,-1.80,233299,312467
1263.82,VI,-1.41,-1.35,309111,388236
1264.36,V,-1.05,-1.02,227801,306892
1265.00,V,-2.31,-2.21,243140,322192
1265.21,V,-0.94,-0.79,230532,309570
1265.29,V,-1.58,-1.63,228105,307139
1265.46,IV,-2.42,-2.40,243029,322051
1265.71,V,-0.62,-0.58,238234,317240
1266.07,V,-0.81,-0.83,222401,301386
1266.46,V,-0.60,-0.55,201413,280373
1266.65,V,-2.17,-2.18,236040,314988
1266.76,V,-1.51,-1.43,200648,279590
1266.86,V,0.53,0.58,238305,317240
1267.00,IV,-1.36,-1.27,218628,297554
1267.49,V,-0.79,-0.67,238305,317201
1267.52,V,-2.49,-2.39,246624,325519
1267.66,V,-2.20,-2.26,228020,306906
1267.67,V,-1.43,-1.56,222401,301286
1267.76,V,-2.30,-2.29,236109,314988
1268.17,V,-0.47,-0.45,222401,301255
1268.18,V,-1.64,-1.58,199441,278295
1268.25,V,-0.15,-0.10,200648,279497
1268.32,V,0.22,0.21,228048,306892
1268.52,IV,-2.33,-2.28,232442,311274
1269.35,V,-0.10,-0.05,187779,266560
1269.64,V,-1.58,-1.64,230532,309294
1270.54,IV,-1.14,-1.26,213932,292639
1271.41,V,-0.48,-0.43,201413,280066
1271.49,V,-0.79,-0.78,222886,301533
1271.78,V,-0.26,-0.21,272801,351431
1273.50,V,-0.62,-0.56,201850,280373
1273.89,V,-0.80,-0.79,222886,301386
1274.44,IV,-1.81,-1.72,217445,295910
1274.49,IV,-0.92,-1.00,213535,291997
1274.74,V,0.39,0.44,187779,266227
1274.93,IV,-1.68,-1.72,218138,296573
1274.93,V,-0.50,-0.39,222401,300837
1275.14,IV,-2.47,-2.44,242530,320953
1275.20,IV,-2.46,-2.40,217621,296040
1275.46,V,-1.20,-1.18,229588,307991
1275.47,IV,-1.65,-1.67,218171,296573
1275.96,V,-0.73,-0.77,223214,301587
1276.00,V,-0.39,-0.28,222886,301255
1276.72,IV,-2.46,-2.48,243725,322051
1276.76,IV,-1.69,-1.83,218171,296494
1276.83,V,-0.43,-0.38,223214,301533
1277.10,V,-0.62,-0.59,243140,321443
1277.40,IV,-1.86,-1.76,218628,296912
1277.69,IV,-1.88,-1.95,215133,293399
1278.17,V,-0.49,-0.46,229588,307825
1278.18,V,-0.04,0.01,188833,267069
1278.35,IV,-1.56,-1.48,214413,292639
1278.37,V,-2.07,-2.03,243140,321365
1278.51,V,-0.77,-0.71,201850,280066
1278.85,IV,-2.14,-2.10,213535,291730
1279.15,V,-1.11,-1.04,201413,279590
1279.56,IV,-2.42,-2.48,219403,297554
1279.67,V,-0.22,-0.11,226311,304456
1280.49,V,-1.66,-1.61,228020,306116
1280.57,V,-1.58,-1.56,278282,356372
1280.67,V,-0.71,-0.65,201413,279497
1280.70,V,0.24,0.26,227801,305883
1280.92,V,-0.94,-0.89,234036,312106
1281.01,IV,-2.33,-2.37,219867,297931
1281.12,V,-0.29,-0.25,223477,301533
1281.37,V,-0.44,-0.36,223214,301255
1281.46,IV,-1.02,-1.17,213535,291571
1281.48,IV,-2.03,-1.97,243029,321064
1281.81,V,-0.94,-0.85,200648,278663
1281.88,V,-1.36,-1.41,228105,306116
1282.05,V,-0.21,-0.15,222401,300401
1282.59,IV,-1.33,-1.27,218945,296912
1282.85,V,-0.41,-0.35,222886,300837
1282.86,IV,-1.59,-1.72,245204,323155
1282.95,IV,-2.13,-2.16,218628,296573
1283.14,V,-1.28,-1.22,243140,321074
1283.31,IV,-1.92,-1.87,243029,320953
1283.52,IV,-0.99,-0.93,218000,295910
1283.52,V,-0.67,-0.55,227543,305453
1283.59,V,-2.25,-2.23,236331,314238
1283.67,V,-0.12,-0.08,189587,267489
1285.65,V,-1.28,-1.22,226311,304092
1285.83,IV,-2.31,-2.36,244753,322524
1286.13,IV,-1.83,-1.90,243029,320782
1286.15,V,-0.11,-0.12,226311,304062
1286.34,V,-1.45,-1.37,201850,279590
1286.35,V,-1.58,-1.70,228105,305844
