#list of all IG-element (stages III-VI) transitions found in Feige110
#
#wavelength/Angstrom, Element, Ion, log(gf)_Kurucz, E_low/cm^-1, E_up/cm^-1
#
1538.92,Ni,IV,0.27,120909.50,185890.00
1538.93,Fe,IV,-1.36,156123.77,221104.17
1538.95,Co,V,-0.45,241875.40,306854.60
1539.20,Fe,IV,-0.29,201212.22,266181.09
1539.36,Co,V,-0.97,248855.90,313817.80
1539.36,Fe,IV,-1.48,153651.74,218613.88
1539.39,Mn,V,0.11,176946.30,241907.10
1539.43,Co,IV,0.38,158423.40,223382.30
1539.43,Ni,V,-1.21,247049.10,312008.30
1539.53,Co,IV,-0.24,188164.40,253119.40
1539.55,Ni,IV,-0.17,185997.00,250951.00
1539.74,Cr,IV,-0.14,252464.80,187519.00
1539.88,Co,IV,0.29,188179.40,253119.40
1539.92,Co,IV,-0.36,163870.60,228809.00
1540.38,Mn,V,-0.12,194664.40,259583.30
1540.40,Fe,IV,-0.09,183159.61,248077.97
1540.56,Co,IV,0.34,136612.50,201524.10
1540.73,Fe,IV,-0.81,155744.87,220649.22
1541.01,Mn,V,-0.18,177874.20,242766.90
1541.45,Ni,IV,-1.45,146153.80,211027.60
1541.49,Co,V,-0.48,241174.10,306046.40
1541.49,Ni,V,-1.37,232545.90,297418.10
1541.68,Co,IV,-0.59,154012.20,218876.30
1541.93,Cr,IV,-1.25,239822.20,174968.60
1541.95,Fe,V,-2.18,220621.00,285474.00
1542.07,Co,IV,-0.13,162889.00,227737.10
1542.09,Ni,V,-1.66,234125.40,298972.30
1542.15,Fe,IV,0.05,128541.85,193386.17
1542.25,Co,IV,0.73,148106.00,212946.50
1542.27,Ni,IV,-0.53,122386.10,187225.70
1542.45,Co,V,-0.74,217171.00,282002.80
1542.65,Ni,IV,-0.22,142023.50,206847.00
1542.70,Fe,IV,0.37,128967.67,193789.19
1542.80,Ni,V,-1.93,178019.80,242837.00
1542.88,Ni,IV,-0.24,141832.00,206645.70
1543.10,Co,V,-1.39,244821.20,309625.80
1543.24,Fe,V,-0.31,195196.30,259995.20
1543.29,Co,IV,-1.91,152264.20,217060.70
1543.30,Co,IV,-0.80,153524.90,218321.20
1543.37,Ni,IV,0.36,146194.30,210987.50
1543.42,Ni,IV,-0.07,111763.30,176554.40
1543.44,Co,V,-0.43,241582.40,306372.80
1543.57,Ni,IV,-0.07,141220.30,206005.30
1543.86,Co,IV,0.07,159638.10,224411.00
1543.86,Ni,IV,-1.55,148358.20,213131.10
1543.86,Sc,IV,0.57,378418.60,443191.30
1543.91,Co,V,-1.97,248855.90,313626.70
1543.95,Co,V,-1.00,289449.20,354218.10
1544.08,Ni,IV,-0.22,141577.20,206340.90
1544.17,Co,IV,0.05,159851.50,224611.00
1544.23,Fe,V,-0.54,215782.60,280539.70
1544.28,Mn,V,-1.86,194288.80,259043.80
1544.49,Fe,IV,0.47,168526.37,233272.84
1544.63,Fe,IV,-0.79,158738.69,223478.96
1544.75,Fe,IV,-0.87,159010.39,223745.82
1544.87,Co,IV,-0.18,163717.90,228448.10
1544.96,Ni,V,-1.32,247281.80,312008.30
1545.30,Ca,III,-0.08,277022.40,212310.04
1545.37,Co,IV,-0.72,152351.40,217060.70
1545.39,Ni,IV,-0.04,121807.70,186516.10
1545.44,Fe,IV,-0.63,168566.43,233272.84
1545.65,Co,IV,-0.67,153265.30,217963.00
1545.94,Fe,IV,-1.99,154185.85,218871.21
1546.18,Ni,IV,-1.09,159498.50,224174.00
1546.23,Ni,IV,0.05,111195.80,175869.10
1546.27,Co,V,-0.98,251582.20,316254.00
1546.40,Fe,IV,-0.23,127929.12,192595.28
1546.55,Fe,IV,-1.22,158738.69,223398.62
1546.89,Ni,IV,-0.76,147635.90,212281.80
1546.90,Ni,IV,-1.12,159818.40,224463.60
1547.51,Co,V,-1.19,249006.80,313626.70
1547.59,Fe,IV,-0.79,154474.85,219091.67
1547.62,Fe,IV,-0.96,155744.87,220360.44
1547.78,Fe,IV,-1.97,156049.32,220658.04
1548.03,Cr,IV,-1.14,109941.50,174539.70
1548.06,Ni,IV,-0.30,112151.90,176749.00
1548.09,Ni,IV,-1.79,120909.50,185505.30
1548.43,Mn,VI,0.07,255239.70,319821.20
1548.46,Mn,V,-0.40,177326.90,241907.10
1548.53,Co,IV,-0.92,163870.60,228448.10
1548.68,Ni,IV,-0.35,122386.10,186957.20
1548.83,Co,IV,0.16,136611.20,201176.20
1548.86,Co,IV,-0.35,136612.50,201176.20
1548.87,Fe,V,-1.65,237729.60,302292.70
1549.03,Co,IV,-0.69,159482.30,224038.70
1549.03,Co,IV,-1.25,152161.10,216717.80
1549.13,Co,V,-1.11,252331.90,316884.40
1549.55,Sc,IV,0.40,383527.10,448062.00
1549.69,Ni,IV,-1.75,146061.50,210590.60
1549.78,Fe,IV,-1.56,156123.77,220649.22
1549.88,Fe,VI,-0.79,280901.50,345422.60
1549.96,Fe,IV,-0.18,159227.90,223745.82
1550.03,Ni,IV,-0.47,147635.90,212150.90
1550.18,Ni,V,-1.66,241082.20,305590.80
1550.19,Ni,IV,-0.55,122717.40,187225.70
1550.28,Co,IV,0.28,148098.10,212602.70
1550.45,Co,IV,0.12,148105.50,212602.70
1550.47,Co,IV,-0.12,148106.00,212602.70
1550.67,Co,IV,0.38,158359.90,222848.10
1550.91,Fe,V,-0.07,195933.00,260411.40
1551.14,Fe,IV,-1.90,159010.39,223478.96
1551.31,Co,IV,-0.94,163752.90,228214.70
1551.44,Ni,IV,-0.86,155308.70,219765.00
1551.46,Co,IV,-0.13,163752.90,228208.50
1551.50,Co,IV,-0.94,152264.20,216717.80
1551.53,Fe,IV,-1.11,155744.87,220197.25
1552.21,Fe,IV,-0.36,156224.88,220649.22
1552.32,Ni,IV,-0.77,145702.20,210121.80
1552.35,Fe,IV,-0.35,128967.67,193386.17
1552.70,Fe,IV,-0.53,128191.54,192595.28
1552.73,Ni,IV,-1.71,112151.90,176554.40
1552.75,Co,IV,0.08,154012.20,218414.00
1552.75,Fe,IV,-2.17,159227.90,223629.59
1552.99,Co,IV,-0.10,136519.10,200911.10
1553.08,Fe,IV,-1.17,159010.39,223398.62
1553.17,Fe,IV,-0.59,137700.81,202085.22
1553.29,Mn,V,-1.28,194664.40,259043.80
1553.30,Fe,IV,-0.48,137949.29,202328.53
1553.43,Ni,IV,-0.52,111195.80,175569.50
1553.53,Ni,IV,-0.94,112379.30,176749.00
1553.87,Ni,IV,-0.55,159818.40,224174.00
1554.22,Fe,V,0.17,196838.60,261179.60
1554.30,Fe,IV,-1.89,164950.50,229288.02
1554.30,Fe,IV,-2.50,156123.77,220461.33
1554.67,Fe,IV,-0.81,159227.90,223550.14
1554.72,Co,IV,-0.44,153265.30,217585.40
1554.80,Ni,IV,-0.12,144815.10,209131.90
1554.94,Fe,IV,-0.61,156049.32,220360.44
1555.00,Co,IV,0.10,169800.90,234109.40
1555.03,Cr,IV,-1.19,236491.40,172184.00
1555.21,Co,IV,-0.31,136611.20,200911.10
1555.24,Co,IV,-1.55,136612.50,200911.10
1555.35,Fe,V,-1.48,216538.10,280832.20
1555.45,Fe,V,-0.80,220621.00,284911.20
1555.53,Ca,III,-0.55,278621.01,214334.06
1555.53,Ni,IV,-0.91,159498.50,223785.40
1555.68,Mn,V,-1.19,195302.70,259583.30
1555.72,Sc,IV,0.31,380148.30,444427.40
1555.77,Cr,IV,-1.01,110691.80,174968.60
1555.95,Fe,IV,-0.58,138338.83,202608.33
1555.97,Fe,V,-2.28,214525.80,278794.20
1556.01,Fe,V,-2.41,219486.90,283754.00
1556.06,Fe,IV,-0.57,160311.64,224576.43
1556.25,Ni,IV,-1.14,159818.40,224075.30
1556.30,Fe,IV,-1.30,170729.49,234984.35
1556.33,Co,IV,-0.12,163717.90,227971.60
1556.50,Fe,III,1.05,179889.03,115642.44
1556.67,Ni,IV,-0.65,122717.40,186957.20
1557.08,Ni,V,-1.44,241773.60,305996.30
1557.18,Fe,IV,-0.53,137700.81,201919.38
1557.26,Co,V,-0.64,251701.50,315916.70
1557.28,Ni,IV,0.33,145962.50,210177.00
1557.31,Fe,V,-0.89,196838.60,261051.90
1557.46,Fe,IV,-0.06,159342.88,223550.14
1557.47,Co,IV,-1.55,160404.30,224611.00
1557.53,Co,IV,-0.45,136519.10,200723.50
1557.65,Fe,V,-1.08,219486.90,283686.30
1557.77,Co,IV,-1.15,158846.70,223041.10
1557.77,Mn,V,-1.59,178572.50,242766.90
1557.91,Fe,IV,-1.41,164950.50,229138.90
1558.12,Fe,V,-0.83,216652.10,280832.20
1558.12,Fe,V,-1.94,195196.30,259376.10
1558.24,Ni,IV,-0.45,112379.30,176554.40
1558.45,Mn,V,-1.57,183538.80,247705.20
1558.67,Fe,IV,0.05,201212.22,265369.48
1558.79,Fe,IV,-1.11,154325.96,218478.36
1558.90,Fe,IV,-1.05,156049.32,220197.25
1559.11,Fe,IV,-1.05,154474.85,218613.88
1559.19,Fe,IV,-0.31,137949.29,202085.22
1559.33,Ni,IV,-0.60,122386.10,186516.10
1559.64,Co,IV,-0.15,132729.10,196846.60
1559.76,Co,IV,-0.71,160351.40,224463.90
1559.76,Co,IV,-1.32,136611.20,200723.50
1559.76,Cr,IV,-1.03,251093.10,186980.80
1559.82,Ni,IV,-1.13,151574.70,215684.50
1559.92,Ni,IV,-0.33,111763.30,175869.10
1560.01,Fe,IV,-1.59,165392.58,229494.74
1560.04,Co,IV,-1.09,163870.60,227971.60
1560.18,Ni,IV,-0.31,112151.90,176247.10
1560.25,Fe,IV,-0.50,160778.60,224870.85
1560.27,Fe,IV,0.39,167712.50,231804.00
1560.32,Co,V,-1.06,242765.00,306854.60
1560.49,Ni,IV,-0.81,121807.70,185890.00
1560.51,Fe,IV,-0.56,155744.87,219826.61
1560.71,Fe,IV,-0.48,156123.77,220197.25
1561.01,Co,IV,-1.00,162889.00,226950.30
1561.02,Co,IV,-1.49,153524.90,217585.40
1561.03,Ni,IV,-1.67,146061.50,210121.80
1561.05,Co,IV,-1.00,160351.40,224411.00
1561.15,Ni,IV,-1.41,122386.10,186441.40
1561.20,Fe,IV,-0.55,128541.85,192595.28
1561.20,Fe,V,-1.95,216779.10,280832.20
1561.21,Fe,IV,-1.71,154185.85,218238.51
1561.30,Fe,IV,-1.43,154325.96,218375.12
1561.35,Fe,IV,-0.41,156012.29,220059.33
1561.41,Cr,IV,-0.76,247765.00,183720.30
1561.49,Co,V,-0.70,243455.20,307496.40
1561.70,Mn,V,-1.66,177874.20,241907.10
1561.97,Fe,V,-2.24,195933.00,259954.70
1562.01,Co,IV,-1.51,167856.50,231876.60
1562.06,Co,IV,-0.21,132828.70,196846.60
1562.26,Fe,IV,-0.78,154185.85,218195.66
1562.30,Fe,IV,-1.38,167795.92,231804.00
1562.40,Cr,IV,-1.34,238100.40,174096.20
1562.46,Ca,III,-0.35,277380.86,213379.40
1562.46,Fe,IV,0.40,165493.10,229494.74
1562.46,Fe,V,-2.08,216538.10,280539.70
1562.75,Fe,IV,0.03,138338.83,202328.53
1562.95,Co,IV,-1.08,140863.50,204845.10
1562.97,Co,IV,-1.45,154012.20,217993.00
1563.14,Fe,IV,-0.76,154185.85,218159.77
1563.23,Fe,IV,-0.49,137949.29,201919.38
1563.28,Ni,IV,-1.50,146153.80,210121.80
1563.58,Fe,IV,-0.14,155744.87,219700.53
1563.58,Fe,IV,-1.32,153651.74,217607.71
1563.76,Fe,IV,-1.37,189975.01,253923.59
1563.78,Fe,V,-1.01,212818.10,276765.90
1563.81,Sc,IV,0.61,384661.30,448607.80
1563.94,Fe,V,-0.99,212818.10,276759.20
1564.26,Fe,IV,-0.54,127766.15,191694.11
1564.27,Ni,IV,-0.76,146194.30,210121.80
1564.37,Ni,IV,-1.07,148358.20,212281.80
1564.48,Fe,IV,-1.49,160311.64,224230.60
1564.51,Ni,IV,-0.41,148358.20,212275.90
1564.60,Fe,IV,-0.39,165392.58,229306.61
1564.64,Fe,IV,-0.61,154325.96,218238.51
1564.68,Ti,IV,0.08,300045.90,236135.29
1564.77,Co,IV,-0.07,132729.10,196636.20
1564.78,Fe,IV,0.26,201178.05,265084.77
1564.85,Ti,IV,0.19,300046.20,236142.30
1565.05,Co,V,-0.79,283736.70,347632.30
1565.06,Fe,IV,-1.60,165392.58,229288.02
1565.09,Co,IV,-1.10,132952.60,196846.60
1565.17,Fe,V,-1.49,221305.20,285196.10
1565.20,Cr,IV,-0.90,247765.00,183875.60
1565.25,Fe,V,-1.80,216652.10,280539.70
1565.27,Fe,VI,-0.69,287919.20,351805.80
1565.62,Fe,IV,-0.49,201212.22,265084.77
1565.68,Fe,IV,-1.53,159010.39,222880.23
1565.87,Fe,IV,-0.71,154512.67,218375.12
1565.91,Co,IV,0.16,150970.90,214831.60
1566.26,Fe,IV,0.57,190318.34,254164.84
1566.33,Fe,IV,-0.82,164950.50,228793.86
1566.47,Fe,IV,-0.49,154185.85,218023.81
1566.57,Fe,IV,0.07,154325.96,218159.77
1566.63,Ni,IV,-1.71,146153.80,209985.10
1566.68,Fe,V,-0.88,216538.10,280367.20
1566.71,Fe,IV,-1.51,165600.96,229428.91
1566.75,Fe,IV,0.04,183164.49,246990.80
1566.88,Co,IV,-0.74,132729.10,196550.20
1566.96,Ni,IV,-2.13,179724.00,243542.00
1567.00,Ni,IV,-0.20,144815.10,208631.30
1567.03,Co,IV,0.23,182501.40,246316.40
1567.05,Fe,IV,-0.75,156012.29,219826.61
1567.21,Co,IV,-0.73,132828.70,196636.20
1567.45,Fe,IV,-1.74,160778.60,224576.43
1567.52,Fe,IV,-1.78,165493.10,229288.02
1567.88,Ni,IV,-1.48,144815.10,208595.30
1567.93,Co,IV,-0.50,159482.30,223260.70
1567.96,Fe,IV,-0.27,156049.32,219826.61
1568.02,Co,IV,-1.25,157513.10,221287.70
1568.28,Fe,IV,0.34,138844.03,202608.33
1568.32,Fe,IV,-0.48,190406.45,254169.13
1568.42,Fe,V,-1.37,213534.10,277292.70
1568.46,Fe,V,-2.45,395774.10,332017.30
1568.72,Fe,IV,-0.31,138338.83,202085.22
1568.85,Mn,V,-0.14,195302.70,259043.80
1569.01,Fe,IV,-1.46,160311.64,224046.02
1569.03,Fe,IV,-1.33,190435.47,254169.13
1569.11,Mn,V,-2.03,200670.10,264400.60
1569.17,Ni,IV,-1.90,179792.00,243520.10
1569.20,Ni,IV,-1.19,159498.50,223225.40
1569.22,Fe,IV,0.16,154512.67,218238.51
1569.27,Ni,IV,-1.76,122717.40,186441.40
1569.33,Co,IV,-0.95,132828.70,196550.20
1569.35,Fe,IV,-0.78,154474.85,218195.66
1569.41,Ni,IV,-1.48,151574.70,215292.90
1569.42,Ti,V,-0.72,498057.20,434339.40
1569.43,Fe,IV,-0.55,195864.15,259581.64
1569.44,Co,IV,-0.88,141076.00,204792.80
1569.61,Co,IV,-0.14,159482.30,223192.40
1569.92,Ni,IV,-0.84,121807.70,185505.30
1569.98,Fe,V,-1.31,195196.30,258891.50
1570.13,Ni,IV,-0.81,145702.20,209391.40
1570.17,Co,IV,-0.98,160351.40,224038.70
1570.18,Fe,IV,0.29,165600.96,229288.02
1570.27,Mn,V,-0.33,183538.80,247222.10
1570.39,Ni,V,-1.43,246240.90,309919.50
1570.42,Fe,IV,0.27,167795.92,231473.32
1570.42,Ni,V,-1.89,225200.70,288877.90
1570.86,Fe,IV,-0.27,154185.85,217845.29
1570.92,Co,IV,-0.20,156395.40,220052.20
1570.96,Mn,V,-0.20,193781.60,257436.80
1571.24,Fe,IV,0.16,154731.29,218375.12
1571.27,Ca,III,-1.07,277022.40,213379.40
1571.36,Fe,IV,-1.79,171345.33,234984.35
1571.72,Fe,IV,-1.89,165804.47,229428.91
1571.74,Co,IV,-0.31,148098.10,211722.00
1571.77,Co,IV,-0.52,159638.10,223260.70
1571.92,Co,IV,0.36,148105.50,211722.00
1572.13,Co,V,-2.29,242765.00,306372.80
1572.14,Co,V,-1.84,217171.00,280778.70
1572.16,Ni,IV,-1.26,155253.70,218860.60
1572.76,Co,IV,-1.08,136611.20,200193.80
1572.86,Fe,IV,-2.30,156012.29,219590.84
1572.90,Fe,IV,-0.85,156123.77,219700.53
1572.98,Co,IV,-1.02,156395.40,219969.00
1572.99,Co,IV,-0.84,154012.20,217585.40
1573.34,Cr,IV,-1.34,235743.00,172184.00
1573.44,Co,IV,-2.13,157513.10,221068.10
1573.46,Co,IV,-0.92,159638.10,223192.40
1573.59,Fe,IV,-0.40,154474.85,218023.81
1573.77,Fe,IV,-0.96,156049.32,219590.84
1573.92,Co,IV,0.15,153524.90,217060.70
1574.04,Co,IV,0.16,159851.50,223382.30
1574.51,Co,IV,-1.12,159482.30,222994.20
1574.58,Fe,IV,-1.12,190318.34,253827.43
1574.61,Fe,IV,-0.08,171476.39,234984.35
1574.63,Fe,V,-1.96,216860.40,280367.20
1574.74,Fe,IV,-0.76,128191.54,191694.11
1574.91,Sc,IV,0.54,381712.00,445207.50
1575.10,Fe,IV,-0.21,190435.47,253923.59
1575.19,Fe,IV,-0.36,138844.03,202328.53
1575.41,Fe,IV,-0.09,156224.88,219700.53
1575.52,Ni,IV,-1.13,156294.00,219765.00
1575.62,Fe,IV,-0.12,156123.77,219590.84
1575.64,Co,IV,0.59,129134.00,192600.30
1575.75,Fe,IV,-1.73,190406.45,253868.43
1575.76,Fe,IV,-1.23,165600.96,229062.58
1575.83,Co,IV,0.38,148098.10,211556.60
1575.97,Mn,V,0.07,184635.60,248088.40
1575.98,Co,IV,-0.81,153265.30,216717.80
1576.03,Co,IV,0.29,148106.00,211556.60
1576.06,Co,IV,-0.95,153524.90,216974.30
1576.22,Fe,V,-1.21,195933.00,259376.10
1576.44,Fe,IV,-0.53,160311.64,223745.82
1576.47,Fe,IV,-1.59,190435.47,253868.43
1576.55,Ni,IV,-1.57,145702.20,209131.90
1576.65,Mn,V,-0.55,194011.40,257436.80
1576.84,Fe,IV,-1.41,165720.94,229138.90
1576.94,Ni,IV,-1.04,156351.20,219765.00
1576.95,Ni,IV,-1.86,145192.10,208605.70
1577.06,Co,IV,-1.19,159851.50,223260.70
1577.06,Co,IV,-1.54,141076.00,204485.30
1577.14,Mn,IV,-0.92,112882.80,176288.60
1577.16,Co,IV,-1.82,129195.20,192600.30
1577.17,Mn,IV,-1.37,112408.90,175813.40
1577.20,Fe,IV,0.48,190424.14,253827.43
1577.21,Co,IV,-0.61,159638.10,223041.10
1577.26,Fe,IV,-1.73,165392.58,228793.86
1577.78,Fe,IV,-0.21,153651.74,217031.89
1577.82,Cr,IV,-1.04,247099.10,183720.30
1578.02,Fe,IV,-1.21,154474.85,217845.29
1578.31,Mn,V,-0.62,183538.80,246897.60
1578.34,Co,IV,-0.13,169800.90,233158.80
1578.38,Co,IV,-0.26,159638.10,222994.20
1578.38,Co,IV,-0.31,129134.00,192490.20
1578.61,Fe,IV,-0.74,155744.87,219091.67
1578.74,Fe,IV,0.14,165720.94,229062.58
1578.79,Fe,IV,-2.00,156224.88,219564.46
1579.03,Ni,IV,-1.21,146061.50,209391.40
1579.24,Fe,IV,-0.82,156012.29,219333.90
1579.38,Fe,IV,-0.69,165720.94,229037.02
1579.59,Ni,IV,-1.32,147635.90,210943.60
1579.69,Cr,V,0.45,168089.50,231392.90
1579.90,Co,IV,0.46,129195.20,192490.20
1580.24,Fe,IV,-0.72,158738.69,222020.09
1580.29,Fe,IV,-1.50,189975.01,253254.37
1580.74,Fe,IV,-1.66,165600.96,228862.61
1580.90,Fe,IV,-1.37,127766.15,191021.18
1581.17,Fe,IV,0.37,222840.58,286084.72
1581.20,Fe,IV,-1.10,164950.50,228193.67
1581.32,Fe,IV,-2.41,160311.64,223550.14
1581.34,Ni,IV,-0.70,146153.80,209391.40
1581.35,Co,V,-0.84,268877.00,332114.20
1581.46,Fe,IV,-0.41,165804.47,229037.02
1581.48,Ni,IV,-0.58,144815.10,208046.80
1581.49,Ni,IV,-1.20,145702.20,208933.60
1581.55,Co,IV,-0.22,129195.20,192424.30
1581.64,Fe,IV,-1.31,165720.94,228946.59
1581.69,Cr,IV,-0.41,247099.10,183875.60
1581.83,Ni,V,-1.28,229413.00,292631.00
1582.03,Co,IV,-0.09,159638.10,222848.10
1582.16,Co,IV,-1.00,136612.50,199817.30
1582.22,Ni,IV,-1.06,156351.20,219553.40
1582.26,Co,IV,0.33,129223.70,192424.30
1582.34,Fe,IV,-0.62,170729.49,233927.12
1582.35,Ni,IV,-0.23,146194.30,209391.40
1582.54,Co,IV,-0.11,159851.50,223041.10
1582.54,Ni,IV,-0.55,120909.50,184099.10
1582.80,Fe,V,-1.45,216860.40,280039.60
1582.85,Co,IV,0.11,148098.10,211275.30
1582.95,Ni,IV,-1.59,152343.70,215516.80
1583.04,Co,IV,0.42,148105.50,211275.30
1583.05,Co,IV,-1.03,148106.00,211275.30
1583.05,Fe,IV,-0.92,190406.45,253575.65
1583.05,Ni,IV,-0.09,145962.50,209131.90
1583.09,Fe,VI,-0.49,288638.30,351805.80
1583.17,Ni,IV,-1.45,159498.50,222662.90
1583.32,Co,IV,-0.27,129223.70,192382.00
1583.45,Co,IV,0.20,129228.70,192382.00
1583.49,Fe,IV,-1.12,190424.14,253575.65
1583.57,Cr,V,-1.61,171698.10,234846.40
1583.58,Mn,V,-0.80,194288.80,257436.80
1583.60,Fe,IV,-0.01,195864.15,259011.48
1583.71,Co,IV,-0.26,159851.50,222994.20
1583.74,Fe,IV,-1.25,165720.94,228862.61
1583.78,Fe,IV,-1.89,190435.47,253575.65
1583.96,Fe,IV,-0.71,154474.85,217607.71
1583.96,Fe,V,-1.86,220621.00,283754.00
1584.02,Co,IV,0.07,129222.20,192352.80
1584.12,Fe,IV,0.05,171345.33,234472.00
1584.13,Fe,IV,-1.04,155744.87,218871.21
1584.18,Co,IV,-0.49,129228.70,192352.80
1584.30,Ni,IV,-1.37,122386.10,185505.30
1584.34,Fe,V,-0.63,219486.90,282604.80
1584.37,Fe,V,-0.73,213649.20,276765.90
1584.38,Fe,V,-1.63,196838.60,259954.70
1584.47,Co,IV,-0.71,163870.60,226983.30
1584.54,Fe,V,-0.39,213649.20,276759.20
1584.98,Fe,IV,-0.83,127929.12,191021.18
1585.11,Fe,IV,-0.32,160311.64,223398.62
1585.30,Fe,IV,-0.55,156012.29,219091.67
1585.53,Ni,IV,-0.59,146061.50,209131.90
1585.55,Mn,V,-0.23,184635.60,247705.20
1585.65,Co,V,-1.73,217713.20,280778.70
1585.66,Fe,V,-1.05,220621.00,283686.30
1585.83,Co,IV,-0.96,156395.40,219453.90
1585.84,Fe,IV,-0.05,165804.47,228862.61
1585.86,Fe,IV,-0.27,170729.49,233786.72
1586.12,Ca,III,-1.18,277380.86,214334.06
1586.26,Co,IV,-0.75,132729.10,195770.50
1587.41,Fe,IV,-1.13,171476.39,234472.00
1587.59,Fe,IV,-0.38,165600.96,228589.67
1587.72,Co,IV,-0.24,132729.10,195712.40
1588.03,Ni,IV,-1.02,145962.50,208933.60
1588.06,Co,IV,-0.70,140863.50,203833.40
1588.09,Fe,IV,-2.41,164950.50,227919.05
1588.13,Fe,IV,-1.25,160778.60,223745.82
1588.20,Fe,V,-1.62,216538.10,279502.60
1588.36,Co,V,-0.80,252331.90,315289.80
1588.44,Ni,IV,-1.40,147635.90,210590.60
1588.52,Cr,IV,-0.26,249932.50,186980.80
1588.70,Ni,V,-1.22,229408.80,292353.40
1588.73,Ni,V,-2.48,235116.50,298060.00
1588.88,Ni,IV,-1.73,146194.30,209131.90
1588.90,Fe,V,-0.81,219486.90,282423.50
1589.01,Fe,V,-1.29,195196.30,258128.50
1589.12,Co,IV,-0.12,158359.90,221287.70
1589.14,Co,IV,-0.10,150970.90,213897.90
1589.26,Fe,IV,-1.92,165392.58,228315.03
1589.33,Cr,IV,-1.46,235743.00,172823.20
1589.39,Fe,V,-0.93,217122.50,280039.60
1589.61,Fe,IV,-1.02,196131.19,259039.72
1589.65,Co,V,-0.69,248098.90,311005.70
1589.68,Co,V,-1.99,249006.80,311912.50
1589.91,Co,IV,-0.62,141076.00,203972.80
1589.94,Fe,V,-2.04,213534.10,276429.70
1590.00,Ni,IV,-0.43,145702.20,208595.30
1590.11,Ni,IV,-1.30,148358.20,211246.80
1590.24,Co,IV,-0.60,132828.70,195712.40
1590.40,Co,IV,-0.63,132729.10,195606.50
1590.47,Co,IV,-0.51,132828.70,195703.10
1590.61,Fe,IV,-0.60,155744.87,218613.88
1590.62,Fe,IV,-0.13,165720.94,228589.67
1590.86,Fe,IV,-0.99,156012.29,218871.21
1590.90,Co,IV,-0.11,151040.60,213897.90
1590.93,Co,IV,-0.72,160404.30,223260.70
1591.07,Co,IV,-0.19,158423.40,221274.10
1591.07,Fe,IV,-0.18,160778.60,223629.59
1591.23,Ni,IV,-1.16,159818.40,222662.90
1591.32,Co,IV,-0.02,160351.40,223192.40
1591.41,Ni,V,-0.96,234082.10,296919.30
1591.51,Fe,IV,0.56,201178.05,264011.54
1591.57,Co,V,-0.88,252385.00,315216.10
1591.59,Fe,IV,-1.00,190424.14,253254.37
1591.71,Cr,V,0.33,167491.00,230316.30
1591.80,Fe,IV,-0.59,156049.32,218871.21
1591.88,Fe,IV,0.23,190435.47,253254.37
1591.88,Fe,IV,0.37,196220.71,259039.72
1591.93,Ni,IV,-0.17,145192.10,208009.10
1592.05,Fe,IV,0.45,159342.88,222154.99
1592.33,Fe,IV,-0.84,165392.58,228193.67
1592.58,Mn,IV,-0.37,130969.50,193760.70
1592.66,Co,IV,-1.23,160404.30,223192.40
1592.71,Mn,V,-1.13,183538.80,246324.70
1592.73,Fe,IV,-1.49,165804.47,228589.67
1592.83,Co,V,-0.78,248698.20,311479.60
1592.92,Co,IV,-0.21,132828.70,195606.50
1593.06,Mn,V,-1.16,194664.40,257436.80
1593.08,Fe,IV,-0.76,160778.60,223550.14
1593.34,Fe,IV,-1.00,171345.33,234106.72
1593.41,Ni,IV,-1.49,146153.80,208912.10
1593.44,Co,IV,-0.08,141076.00,203833.40
1593.61,Co,IV,-0.35,132952.60,195703.10
1593.69,Fe,IV,-2.08,156123.77,218871.21
1593.69,Fe,V,-1.45,219486.90,282234.50
1593.70,Fe,V,-1.41,195933.00,258680.00
1593.83,Ni,IV,-0.34,151574.70,214316.80
1593.91,Co,V,-0.87,268885.80,331624.40
1593.91,Ni,V,-1.54,234275.20,297013.90
1594.05,Fe,IV,-1.42,155744.87,218478.36
1594.30,Fe,V,-1.98,216779.10,279502.60
1594.53,Co,IV,-0.02,102773.90,165488.50
1594.66,Mn,IV,-0.20,131170.10,193879.40
1594.69,Co,IV,-0.78,158359.90,221068.10
1594.74,Fe,IV,-0.52,196875.62,259581.64
1594.75,Co,IV,-0.21,154012.20,216717.80
1594.88,Fe,IV,-2.01,165493.10,228193.67
1594.92,Fe,IV,0.20,201178.05,263876.91
1594.97,Co,IV,0.10,140863.50,203560.60
1595.03,Cr,IV,-0.87,109941.50,172636.40
1595.07,Mn,IV,-0.05,131462.50,194155.70
1595.25,Ni,V,-0.46,306962.90,369649.10
1595.55,Cr,IV,-0.77,110691.80,173366.00
1595.62,Cr,IV,-0.89,118571.50,181243.10
1595.64,Ni,V,-1.46,247281.80,309952.50
1595.67,Ni,IV,-1.05,148358.20,211027.60
1595.69,Ni,IV,-1.85,145962.50,208631.30
1595.80,Fe,IV,0.17,201212.22,263876.91
1596.06,Fe,IV,0.19,164950.50,227604.73
1596.07,Co,IV,-0.79,132952.60,195606.50
1596.30,Co,IV,0.01,158423.40,221068.10
1596.37,Fe,V,-1.04,216860.40,279502.60
1596.48,Ni,V,-1.50,247281.80,309919.50
1596.51,Co,IV,0.31,160404.30,223041.10
1596.61,Ni,IV,-1.48,145962.50,208595.30
1596.62,Co,IV,-0.49,157513.10,220145.60
