#list of all IG-element (stages III-VI) transitions found in Feige110
#
#wavelength/Angstrom, Element, Ion, log(gf)_Kurucz, E_low/cm^-1, E_up/cm^-1
#
1437.55,Ni,IV,-0.64,138446.20,208009.10
1437.56,Co,IV,-1.05,159851.50,229414.00
1437.63,Fe,V,-1.44,237729.60,307288.70
1437.76,Ni,IV,-0.53,156351.20,225903.70
1437.83,Co,V,-0.82,241985.30,311534.50
1437.94,Ni,IV,0.23,145962.50,215506.60
1437.96,Co,V,-1.41,238106.20,307649.20
1437.98,Ni,IV,-1.00,146194.30,215736.10
1438.04,Co,IV,-1.17,160351.40,229890.30
1438.06,Fe,V,-2.46,358207.90,288669.80
1438.11,Fe,V,-1.07,216652.10,286187.70
1438.22,Ni,IV,-1.52,146194.30,215724.50
1438.59,Ni,IV,-0.92,139619.20,209131.90
1438.60,Co,V,-1.11,283736.70,353248.70
1438.60,Ni,V,-1.58,243266.20,312778.20
1438.67,Ni,V,-0.81,306962.90,376471.60
1438.74,Fe,IV,-0.83,195864.15,265369.48
1438.75,Ni,IV,-0.59,139886.70,209391.40
1438.79,Fe,V,-0.38,216652.10,286154.90
1438.81,Ni,IV,0.38,144815.10,214316.80
1438.97,Co,V,-0.37,241985.30,311479.60
1439.04,Ni,IV,0.19,190864.70,260355.50
1439.05,Fe,V,0.29,258434.10,327924.40
1439.05,Ni,IV,-0.01,146194.30,215684.50
1439.12,Fe,IV,-1.68,167795.92,237283.09
1439.17,Co,V,-0.77,238164.60,307649.20
1439.17,Ni,V,-1.40,239107.70,308592.00
1439.55,Cr,IV,-1.15,104630.20,174096.20
1439.55,Ni,IV,-0.83,141561.20,211027.60
1439.58,Ni,IV,0.20,156294.00,225758.50
1439.68,Fe,IV,-0.44,196875.62,266335.24
1439.78,Ni,IV,-0.37,146061.50,215516.80
1439.99,Ni,V,-0.43,247281.80,316726.60
1440.09,Cr,V,-2.00,168089.50,237529.50
1440.15,Co,IV,-0.87,157513.10,226950.30
1440.19,Cr,IV,-1.47,103996.50,173431.90
1440.22,Co,IV,-1.11,129134.00,198567.80
1440.31,Mn,V,-0.53,195302.70,264732.40
1440.45,Ni,IV,-0.44,190932.80,260355.50
1440.51,Fe,IV,-2.05,154325.96,223745.82
1440.53,Fe,V,0.45,187719.00,257138.00
1440.54,Co,IV,-1.15,159638.10,229056.60
1440.62,Ni,IV,-0.36,141832.00,211246.80
1440.79,Fe,V,-0.24,204729.90,274136.10
1440.91,Cr,IV,-1.29,104258.60,173659.10
1440.94,Fe,IV,-0.71,162074.42,231473.32
1440.97,Co,V,-0.09,244821.20,314219.10
1441.05,Fe,V,0.20,205536.40,274930.30
1441.16,Co,IV,-1.46,136611.20,205999.70
1441.16,Co,IV,-2.13,144509.60,213897.90
1441.18,Ni,IV,-0.05,146153.80,215541.30
1441.19,Co,IV,-1.57,136612.50,205999.70
1441.49,Co,IV,-1.27,129195.20,198567.80
1441.62,Ni,IV,-0.34,141577.20,210943.60
1441.69,Ni,IV,-0.11,146153.80,215516.80
1441.88,Co,V,-0.91,262077.30,331431.10
1441.91,Co,V,-0.97,244866.70,314219.10
1441.98,Ni,IV,-0.92,153313.80,222662.90
1442.13,Ni,IV,0.21,139289.40,208631.30
1442.16,Co,V,-0.60,244485.40,313825.80
1442.21,Fe,V,0.41,213534.10,282871.90
1442.41,Ni,IV,-0.28,142023.50,211351.70
1442.50,Ni,IV,-0.04,153338.80,222662.90
1442.64,Co,IV,-1.47,136611.20,205928.70
1442.66,Co,IV,-0.60,136612.50,205928.70
1442.66,Co,IV,-0.93,141076.00,210392.20
1442.67,Ni,IV,-0.51,122717.40,192033.50
1442.70,Ni,IV,-0.81,139619.20,208933.60
1442.72,Co,IV,-0.43,158423.40,227737.10
1442.78,Mn,IV,-0.92,119445.50,188756.20
1442.80,Fe,V,-1.52,216652.10,285961.70
1442.88,Ni,IV,-0.96,139289.40,208595.30
1443.04,Mn,V,-1.16,200670.10,269968.30
1443.09,Fe,V,-1.17,258628.50,327924.40
1443.12,Mn,VI,-0.70,250527.00,319821.20
1443.14,Fe,IV,-1.40,154185.85,223478.96
1443.17,Fe,V,-0.97,220621.00,289913.00
1443.31,Mn,V,0.17,200670.10,269955.40
1443.96,Co,IV,-1.17,159482.30,228736.20
1444.03,Ni,IV,-0.78,140140.90,209391.40
1444.06,Mn,IV,-0.81,119961.50,189210.90
1444.14,Ni,IV,-0.61,139886.70,209131.90
1444.29,Fe,IV,-0.47,196131.19,265369.48
1444.39,Fe,IV,-0.42,154512.67,223745.82
1444.42,Ni,IV,-0.40,122386.10,191618.20
1444.43,Ni,IV,0.13,146061.50,215292.90
1444.43,Ni,V,-1.17,247049.10,316280.30
1444.60,Ni,IV,-0.78,142023.50,211246.80
1444.78,Mn,V,-0.53,176946.30,246161.20
1444.91,Ni,IV,0.34,145702.20,214910.50
1444.93,Co,IV,-1.55,216721.10,285928.40
1444.98,Co,IV,-1.24,159851.50,229056.60
1445.08,Ni,IV,0.56,179655.00,248855.40
1445.08,Ni,IV,0.56,190864.70,260065.10
1445.18,Co,IV,-1.31,129195.20,198390.50
1445.18,Ni,IV,-0.63,141832.00,211027.60
1445.24,Ni,V,-1.55,217101.00,286293.60
1445.31,Co,V,-0.76,252331.90,321521.40
1445.44,Fe,V,-2.11,219486.90,288669.80
1445.69,Fe,V,-0.43,258434.10,327605.40
1445.87,Co,V,-0.44,261994.00,331156.70
1445.91,Fe,V,-0.88,204975.40,274136.10
1445.91,Fe,V,-1.09,214525.80,283686.30
1446.00,Fe,IV,-0.56,164950.50,234106.72
1446.16,Fe,IV,-0.78,196220.71,265369.48
1446.29,Fe,V,-0.87,214611.40,283754.00
1446.49,Mn,V,0.16,178572.50,247705.20
1446.54,Co,V,-0.67,241875.40,311005.70
1446.57,Ni,V,-1.00,246240.90,315370.10
1446.58,Fe,V,-1.18,215782.60,284911.20
1446.62,Fe,V,0.48,209523.90,278650.70
1446.65,Co,IV,-1.38,188164.40,257289.60
1446.66,Co,IV,-0.69,158846.70,227971.60
1446.82,Fe,VI,-2.37,288638.30,357755.20
1446.84,Fe,VI,-1.18,269140.20,338256.40
1446.86,Ni,V,-1.44,247165.00,316280.30
1446.93,Ni,IV,-0.66,141832.00,210943.60
1447.21,Ni,IV,-0.89,146194.30,215292.90
1447.57,Co,IV,-0.92,150970.90,220052.20
1447.59,Ni,IV,0.03,156351.20,225431.60
1447.61,Co,V,-0.58,262077.30,331156.70
1447.70,Fe,V,-0.68,214611.40,283686.30
1447.75,Fe,IV,-0.94,154325.96,223398.62
1447.76,Cr,IV,-1.30,234502.10,165430.00
1447.87,Ni,IV,-0.44,185997.00,255064.00
1448.01,Ni,V,-1.02,247104.90,316165.40
1448.10,Ni,IV,-1.46,148358.20,217414.30
1448.13,Mn,V,-0.09,193781.60,262836.10
1448.29,Ni,IV,-1.14,139886.70,208933.60
1448.49,Fe,V,0.16,213534.10,282571.60
1448.78,Mn,V,-0.06,177874.20,246897.60
1448.80,Ni,IV,-0.45,121807.70,190830.30
1448.85,Fe,V,0.31,187157.50,256177.90
1448.86,Co,IV,-2.31,129222.20,198242.20
1448.89,Co,IV,-1.14,129223.70,198242.20
1448.99,Ni,IV,-0.46,141577.20,210590.60
1449.02,Ni,IV,0.32,139619.20,208631.30
1449.03,Co,IV,-1.31,151040.60,220052.20
1449.03,Fe,IV,-0.94,189975.01,258986.64
1449.07,Co,IV,-0.68,160404.30,229414.00
1449.19,Ni,IV,-0.67,142023.50,211027.60
1449.32,Mn,V,-1.11,177326.90,246324.70
1449.39,Ni,IV,-0.84,153338.80,222333.30
1449.46,Co,IV,0.12,216651.10,285642.10
1449.46,Ni,IV,-0.71,140140.90,209131.90
1449.61,Co,IV,-0.70,160404.30,229388.20
1449.65,Co,IV,-1.41,154012.20,222994.20
1449.68,V_,IV,-0.54,217350.00,148369.20
1449.76,Fe,V,-0.02,258628.50,327605.40
1449.78,Ni,IV,0.01,139619.20,208595.30
1449.89,Fe,V,0.41,233633.60,302604.50
1449.97,Co,V,-1.31,241875.40,310842.10
1449.99,Co,IV,-1.11,159482.30,228448.10
1450.04,Co,V,-0.35,283736.70,352700.20
1450.21,Co,IV,-0.09,216686.50,285642.10
1450.25,Fe,IV,-0.68,196131.19,265084.77
1450.31,Mn,IV,-0.70,120603.10,189553.90
1450.37,Ni,IV,-0.97,145962.50,214910.50
1450.62,Fe,V,-1.62,216538.10,285474.00
1450.86,Ni,IV,-1.46,144815.10,213739.70
1450.91,Fe,V,-1.57,213649.20,282571.60
1450.94,Ni,IV,-0.67,145702.20,214622.80
1450.96,Ni,IV,-1.68,142023.50,210943.60
1451.03,V_,IV,-0.19,220343.50,151427.00
1451.10,Fe,V,-0.70,204729.90,273643.10
1451.20,Fe,IV,-1.81,159010.39,227919.05
1451.27,Fe,V,-0.56,258628.50,327533.80
1451.35,Ni,IV,-0.06,141220.30,210121.80
1451.36,Ni,IV,-1.18,122717.40,191618.20
1451.43,Co,IV,0.14,163717.90,232615.60
1451.58,Co,IV,0.23,158846.70,227737.10
1451.69,Ni,IV,-1.60,145702.20,214587.40
1451.74,Ti,IV,0.35,196804.27,127921.36
1452.14,Ni,IV,-0.15,145192.10,214055.80
1452.19,Fe,IV,-1.97,159342.88,228204.33
1452.22,Ni,IV,0.70,139289.40,208149.50
1452.24,Ni,V,-1.16,251654.90,320513.80
1452.27,Fe,V,-1.40,262509.30,331367.00
1452.29,Co,V,-0.01,241985.30,310842.10
1452.30,Cr,IV,-0.63,255836.90,186980.80
1452.31,Co,IV,-1.35,129228.70,198084.50
1452.34,Co,IV,-1.73,157513.10,226367.60
1452.40,Fe,IV,-0.52,164950.50,233802.12
1452.45,Ni,IV,-1.35,146061.50,214910.50
1452.48,Fe,IV,-0.34,190406.45,259254.34
1452.58,Ni,IV,-0.48,156294.00,225136.90
1452.73,Fe,V,-0.98,258769.50,327605.40
1452.76,Mn,V,-0.50,177326.90,246161.20
1452.88,Mn,V,0.56,203811.80,272640.40
1452.92,Ni,V,-1.38,225616.50,294443.30
1452.97,Fe,V,-0.62,262509.30,331333.80
1452.97,Mn,V,-0.41,194011.40,262836.10
1453.09,Fe,IV,-0.36,154731.29,223550.14
1453.25,Co,IV,-1.23,153524.90,222336.10
1453.28,Co,IV,-1.46,159638.10,228448.10
1453.44,Ni,IV,-1.48,156294.00,225096.40
1453.49,Ni,IV,0.19,153533.60,222333.30
1453.61,Co,IV,-0.51,152264.20,221058.40
1453.62,Fe,V,0.42,221305.20,290099.10
1453.63,Mn,V,-0.40,193781.60,262574.90
1453.64,Ni,IV,-1.32,140140.90,208933.60
1453.66,Ni,IV,-0.40,144815.10,213606.90
1453.76,Cr,IV,-1.02,256306.20,187519.00
1453.76,Ni,V,-0.96,247281.80,316068.80
1453.97,Fe,IV,-0.71,190406.45,259183.82
1453.99,V_,IV,0.01,220343.50,151567.30
1454.03,Fe,V,-2.27,213649.20,282423.50
1454.04,Co,V,-0.87,241875.40,310649.40
1454.10,Ni,IV,-0.89,140140.90,208912.10
1454.24,Fe,V,-0.24,258769.50,327533.80
1454.36,Ni,IV,-0.33,141832.00,210590.60
1454.50,Ni,IV,-0.25,141561.20,210313.30
1454.56,Ni,V,-0.72,240193.80,308943.00
1454.58,Fe,IV,-0.17,190435.47,259183.82
1454.65,Co,IV,-0.10,163870.60,232615.60
1454.68,Fe,V,-0.51,233633.60,302377.10
1454.70,Fe,V,-0.32,188395.30,257138.00
1454.82,Co,V,-1.01,252385.00,321122.20
1454.89,Co,IV,-0.34,178396.50,247130.40
1454.92,Co,IV,-0.24,159482.30,228214.70
1454.97,Mn,IV,-0.92,131462.50,200192.20
1455.01,Cr,IV,-1.67,233637.60,164909.70
1455.05,Co,IV,-0.24,152161.10,220887.10
1455.05,Co,IV,-0.78,159482.30,228208.50
1455.19,Ti,III,0.23,14397.60,83116.93
1455.26,Fe,IV,-1.72,160778.60,229494.74
1455.26,Ni,IV,-1.89,146194.30,214910.50
1455.27,Ni,IV,-0.71,159498.50,228214.20
1455.28,Cr,VI,-0.31,227857.90,296573.20
1455.30,Co,V,-0.91,242765.00,311479.60
1455.38,Co,IV,-0.62,152351.40,221062.20
1455.42,Ni,IV,0.26,139886.70,208595.30
1455.46,Co,IV,-0.22,152351.40,221058.40
1455.56,Fe,V,0.28,195196.30,263898.60
1455.60,Ni,IV,0.26,159818.40,228518.50
1455.71,Co,IV,-0.41,178396.50,247091.40
1455.73,Fe,IV,-1.29,160778.60,229472.83
1455.82,Ni,IV,-1.88,138446.20,207136.00
1455.90,Ni,IV,-0.13,171408.00,240094.20
1456.16,Fe,V,0.17,186725.50,255399.20
1456.24,Cr,IV,-1.64,234100.10,165430.00
1456.29,Fe,V,-0.15,204975.40,273643.10
1456.52,Ni,IV,-0.02,146061.50,214718.10
1456.62,Co,IV,-0.08,178439.40,247091.40
1456.62,Co,IV,-1.16,160404.30,229056.60
1456.75,Fe,IV,-0.83,156224.88,224870.85
1456.86,Co,V,-1.09,249300.00,317941.00
1457.23,Co,IV,-0.38,158359.90,226983.30
1457.24,Co,IV,0.02,152264.20,220887.10
1457.37,Fe,IV,-0.10,189975.01,258591.92
1457.39,Fe,IV,-2.18,190424.14,259039.72
1457.42,Ni,IV,-0.50,145702.20,214316.80
1457.46,Mn,V,0.09,236634.70,305247.40
1457.73,Fe,V,-0.10,205536.40,274136.10
1457.78,Co,V,-1.31,244485.40,313083.10
1457.82,Co,V,-1.11,238129.60,306725.20
1457.83,Cr,IV,-1.37,236491.40,167896.50
1457.86,Ni,IV,0.07,144815.10,213408.60
1457.93,Co,IV,0.05,158359.90,226950.30
1457.95,Cr,IV,-1.32,252464.80,183875.60
1458.36,Co,IV,-0.15,159638.10,228208.50
1458.42,Ni,IV,-1.26,142023.50,210590.60
1458.48,Ni,IV,-0.59,146153.80,214718.10
1458.51,Ni,IV,-0.42,179655.00,248218.00
1458.52,Fe,IV,0.01,190424.14,258986.64
1458.55,Ni,IV,-1.18,146061.50,214622.80
1458.58,Co,IV,0.11,158423.40,226983.30
1458.65,Mn,VI,-0.97,255239.70,323796.10
1458.76,Fe,IV,-0.55,190435.47,258986.64
1458.76,Mn,V,-0.87,176946.30,245497.80
1458.84,Co,IV,-0.79,163717.90,232265.70
1458.90,Ni,IV,-0.22,141577.20,210121.80
1458.98,Ni,V,-1.75,225545.10,294086.00
1459.09,Co,IV,-0.60,152351.40,220887.10
1459.10,Co,IV,0.18,163752.90,232288.10
1459.20,Ni,IV,-0.52,156294.00,224824.90
1459.25,Fe,V,0.23,233848.90,302377.10
1459.26,Fe,IV,-0.38,160778.60,229306.61
1459.28,Co,IV,-1.20,158423.40,226950.30
1459.77,Co,IV,0.02,163752.90,232257.00
1459.77,Fe,V,0.23,213534.10,282038.10
1459.79,Ca,III,-1.09,281882.24,213379.40
1459.83,Fe,V,0.39,195933.00,264434.20
1460.07,Co,V,-0.87,244821.20,313311.00
1460.22,Co,IV,-2.07,150970.90,219453.90
1460.23,Co,IV,-0.71,136362.90,204845.10
1460.23,Fe,IV,-0.47,160311.64,228793.86
1460.41,Ni,IV,-0.94,156351.20,224824.90
1460.45,Co,V,-1.27,217171.00,285643.00
1460.48,Mn,V,-2.23,193781.60,262252.00
1460.52,Ni,IV,-0.43,146153.80,214622.80
1460.55,Ni,IV,0.34,156294.00,224761.50
1460.57,Cr,IV,-1.09,241832.50,173366.00
1460.61,Ni,IV,-0.78,140140.90,208605.70
1460.62,Co,V,-1.27,238390.30,306854.60
1460.62,Fe,V,-1.73,237729.60,306193.90
1460.73,Fe,V,-0.22,187719.00,256177.90
1460.86,Fe,IV,-0.99,156123.77,224576.43
1460.91,Mn,V,-1.17,177874.20,246324.70
1460.96,Ni,IV,-0.33,145192.10,213640.20
1461.04,Ni,IV,-1.35,122386.10,190830.30
1461.05,Fe,V,-0.63,233848.90,302292.70
1461.05,Ni,IV,-1.49,139886.70,208330.70
1461.38,Ni,IV,-1.14,146194.30,214622.80
1461.40,Co,V,-1.48,216820.50,285248.10
1461.40,Ni,IV,-0.73,139619.20,208046.80
1461.43,Ni,IV,0.40,179792.00,248218.00
1461.48,Ni,IV,-0.08,141561.20,209985.10
1461.75,Co,V,-0.59,241582.40,309993.70
1461.77,Ni,IV,-0.21,156351.20,224761.50
1461.78,Fe,IV,-1.79,165392.58,233802.12
1461.79,Cr,IV,-1.40,118571.50,186980.80
1461.80,Co,IV,-0.01,152126.20,220535.20
1461.89,Co,IV,-1.23,160404.30,228809.00
1461.97,Ni,IV,-1.77,138446.20,206847.00
1462.01,Ni,IV,0.01,145702.20,214101.00
1462.09,Co,IV,-1.30,163870.60,232265.70
1462.10,Co,IV,-0.54,216651.10,285045.70
1462.14,Ni,IV,0.11,146194.30,214587.40
1462.24,Fe,IV,-0.60,165392.58,233780.86
1462.29,Fe,IV,-2.39,165720.94,234106.72
1462.31,Co,IV,-0.97,160351.40,228736.20
1462.33,Co,IV,0.31,167856.50,236240.40
1462.54,Co,IV,0.13,152161.10,220535.20
1462.59,Fe,IV,-0.76,190811.79,259183.82
1462.64,Fe,V,0.04,186433.60,254803.30
1462.86,Co,IV,-0.18,216686.50,285045.70
1462.91,Co,IV,-1.15,159851.50,228208.50
1463.06,Fe,V,-1.63,234027.40,302377.10
1463.34,Ca,III,-0.81,272188.70,203851.95
1463.36,Fe,V,-2.19,216860.40,285196.10
1463.41,Co,IV,-1.05,159638.10,227971.60
1463.41,Co,V,-0.71,251582.20,319915.70
1463.42,Ni,IV,-0.60,185967.00,254300.00
1463.60,Co,IV,-0.27,216721.10,285045.70
1463.67,Ni,IV,0.11,151574.70,219896.00
1463.76,Fe,IV,-1.47,159342.88,227660.25
1464.22,Fe,V,-1.11,213649.20,281944.90
1464.25,Ni,IV,-1.35,156351.20,224645.70
1464.35,Ni,IV,-0.93,141832.00,210121.80
1464.39,Fe,IV,-1.69,165493.10,233780.86
1464.69,Co,IV,-0.42,136519.10,204792.80
1464.69,Fe,IV,0.17,190318.34,258591.92
1464.69,Fe,V,0.47,196838.60,265112.60
1464.75,Co,IV,-0.44,152264.20,220535.20
1464.87,Fe,V,0.07,234027.40,302292.70
1465.01,Fe,V,-0.91,216652.10,284911.20
1465.24,Fe,IV,-2.12,159010.39,227258.80
1465.25,Fe,IV,-1.60,190318.34,258566.02
1465.33,Co,V,-0.34,268885.80,337129.90
1465.38,Fe,V,-0.26,187157.50,255399.20
1465.40,Co,V,-0.02,242765.00,311005.70
1465.40,Fe,V,0.31,221305.20,289545.90
1465.40,Mn,V,-0.68,194011.40,262252.00
1465.55,Co,IV,-0.53,136611.20,204845.10
1465.58,Co,IV,-0.19,136612.50,204845.10
1465.86,Cr,V,-0.03,171698.10,239917.50
1465.90,Ni,V,-1.78,225616.50,293833.80
1465.99,Co,V,-1.04,216820.50,285033.70
1466.05,Ni,V,-1.73,221087.60,289298.00
1466.11,Cr,IV,-0.42,233637.60,165430.00
1466.11,Cr,IV,-0.57,233117.30,164909.70
1466.25,Ni,V,-1.52,247165.00,315366.10
1466.49,Ni,IV,-0.54,140140.90,208330.70
1466.57,Co,V,-0.39,248698.20,316884.40
1466.65,Fe,V,0.31,209110.10,277292.70
1466.67,Co,IV,-0.18,136611.20,204792.80
1466.68,Fe,IV,-1.04,156049.32,224230.60
1466.70,Co,IV,-1.10,136612.50,204792.80
1466.71,Fe,IV,-2.07,165600.96,233780.86
1466.82,Fe,IV,-0.35,190811.79,258986.64
1466.88,Mn,V,-1.43,194664.40,262836.10
1466.90,Mn,V,-1.30,177326.90,245497.80
1466.90,Ni,IV,-1.38,141220.30,209391.40
1466.93,Ni,IV,-0.09,156294.00,224463.60
1466.97,Fe,IV,-0.62,190424.14,258591.92
1467.13,Ni,IV,-0.40,139886.70,208046.80
1467.15,Ni,V,-1.80,221087.60,289247.10
1467.16,Co,IV,-0.19,163717.90,231876.60
1467.23,Co,V,-0.44,241875.40,310031.10
1467.28,Fe,IV,-2.07,158738.69,226892.10
1467.34,Ti,IV,0.60,196889.96,128739.59
1467.50,Cr,IV,-0.52,255662.30,187519.00
1467.50,Fe,IV,-1.95,128191.54,196334.63
1467.53,Fe,IV,-1.70,190424.14,258566.02
1467.64,Co,IV,-0.84,158846.70,226983.30
1467.66,Ni,V,-1.40,247165.00,315300.70
1467.83,Co,IV,-0.69,129195.20,197322.80
1467.92,Co,IV,-0.53,163752.90,231876.60
1467.94,Ni,IV,-1.77,146194.30,214316.80
1467.99,Co,IV,0.27,159851.50,227971.60
1468.04,Ni,IV,0.03,140343.00,208461.00
1468.13,Co,V,-1.21,238259.10,306372.80
1468.16,Ni,IV,-0.63,156351.20,224463.60
1468.42,Ni,IV,-0.48,147635.90,215736.10
1468.45,Co,IV,-1.25,129223.70,197322.80
1468.68,Ni,V,-1.36,247281.80,315370.10
1468.88,Co,V,-1.84,243455.20,311534.50
1468.88,Fe,V,-1.52,214525.80,282604.80
1468.91,Fe,V,-0.45,186725.50,254803.30
1468.92,Co,V,-0.89,217171.00,285248.10
1468.92,Co,V,-2.14,242765.00,310842.10
1468.92,Ni,IV,0.18,138446.20,206523.20
1469.00,Fe,V,0.49,217122.50,285196.10
1469.19,Ti,IV,-0.35,196804.27,128739.59
1469.48,Co,V,-0.64,241174.10,309225.40
1469.60,Fe,V,-1.10,214525.80,282571.60
1469.63,Ni,V,-1.40,247281.80,315326.20
1469.65,Co,V,-1.29,241582.40,309625.80
1469.73,Ni,IV,-0.52,146061.50,214101.00
1469.78,Ni,IV,-2.27,145702.20,213739.70
1469.86,Fe,IV,-1.25,156012.29,224045.96
1469.88,Co,V,-1.29,244485.40,312518.00
1469.92,Fe,IV,-1.51,159227.90,227258.80
1470.06,Co,V,-0.12,243455.20,311479.60
1470.21,Co,V,-0.95,242340.30,310357.90
1470.25,Co,V,-2.20,255002.90,323018.60
1470.26,Fe,IV,-1.67,160778.60,228793.86
1470.42,Fe,IV,-1.31,128541.85,196549.59
1470.42,Ni,IV,0.28,179724.00,247731.70
1470.46,Co,IV,-0.17,163870.60,231876.60
1470.52,Fe,IV,-0.76,160311.64,228315.03
1470.73,Fe,V,-1.58,214611.40,282604.80
1471.13,Cr,IV,-0.92,109941.50,177916.50
1471.17,Fe,IV,-1.86,159010.39,226983.58
1471.20,Co,V,-1.11,244821.20,312792.90
1471.21,Fe,V,-1.01,215782.60,283754.00
1471.28,Ni,V,-1.71,246240.90,314208.80
1471.32,Co,IV,-0.47,136519.10,204485.30
1471.33,Fe,V,-1.02,195933.00,263898.60
1471.34,Ni,V,-2.11,251654.90,319620.20
1471.38,Mn,V,-1.52,194288.80,262252.00
1471.73,Ni,IV,-0.77,146153.80,214101.00
1471.89,Ni,IV,-0.38,179792.00,247731.70
1472.10,Fe,V,0.41,216860.40,284790.80
1472.11,Co,V,-0.81,217713.20,285643.00
1472.19,Co,V,-1.49,244866.70,312792.90
1472.40,Fe,IV,-0.80,191337.82,259254.34
1472.50,Ni,IV,-1.73,141220.30,209131.90
1472.51,Fe,V,0.32,216779.10,284690.30
1472.53,Co,V,-0.74,251701.50,319611.90
1472.61,Ni,IV,-0.41,146194.30,214101.00
1472.63,Ni,IV,0.18,140140.90,208046.80
1472.65,Co,V,-0.57,249006.80,316911.60
1472.65,Ni,IV,-0.99,145702.20,213606.90
1472.80,Fe,V,-0.60,214525.80,282423.50
1473.07,Co,IV,0.13,159851.50,227737.10
1473.13,Co,V,-1.65,248698.20,316581.00
1473.14,Fe,IV,-1.47,160311.64,228193.67
1473.15,Co,V,-1.44,238164.60,306046.40
1473.18,Fe,IV,-0.49,165392.58,233272.84
1473.21,Fe,IV,-0.76,128967.67,196846.82
1473.30,Ni,V,-1.19,225545.10,293420.00
1473.35,Ni,V,-0.59,263805.80,331678.20
1473.55,Co,IV,-0.48,160351.40,228214.70
1473.56,Co,V,-1.06,217171.00,285033.70
1473.79,Co,V,-1.32,249006.80,316859.20
1473.85,Fe,IV,-1.23,183164.49,251014.02
1473.91,Cr,IV,-1.58,235743.00,167896.50
1473.93,Fe,IV,-0.71,191337.82,259183.82
1474.28,Fe,V,-0.74,216860.40,284690.30
1474.47,Fe,IV,-1.99,156224.88,224046.02
1474.54,Co,V,-0.39,248098.90,315916.70
1474.62,Ni,IV,-0.40,141577.20,209391.40
1474.66,Fe,V,-1.92,214611.40,282423.50
1474.75,Ni,IV,-0.54,190864.70,258672.80
1474.84,Co,IV,-0.15,160404.30,228208.50
1474.85,Ni,V,-0.84,225616.50,293420.00
1474.86,Ni,V,-1.65,307025.20,374828.10
1474.87,Co,IV,-1.28,153265.30,221068.10
1475.08,Fe,IV,-2.18,128541.85,196334.63
1475.14,Ni,V,-1.09,221087.60,288877.90
1475.31,Fe,V,-1.67,188395.30,256177.90
1475.31,Ni,V,-0.80,225200.70,292983.00
1475.42,Ni,IV,-1.61,145962.50,213739.70
1475.45,Co,IV,-0.20,216721.10,284496.90
1475.61,Fe,V,-0.19,209523.90,277292.70
1475.97,Mn,V,-0.24,178572.50,246324.70
1476.23,Ni,IV,0.42,190932.80,258672.80
1476.24,Ni,IV,0.14,155253.70,222993.30
1476.43,Ni,IV,0.22,159818.40,227549.40
1476.54,Fe,IV,-1.33,171345.33,239071.40
1476.56,Co,V,-0.54,248855.90,316581.00
1476.58,Ni,IV,0.26,156351.20,224075.30
1476.60,Ni,V,-1.38,307105.10,374828.10
1476.63,Fe,V,-1.50,212818.10,280539.70
1476.63,Ni,V,-1.74,241082.20,308804.10
1476.82,Ni,IV,0.31,141220.30,208933.60
1476.96,Ni,IV,-0.62,145702.20,213408.60
1477.09,Co,IV,-0.77,152351.40,220052.20
1477.28,Ni,IV,-0.74,141220.30,208912.10
1477.44,Ni,IV,-1.85,155308.70,222993.30
1477.48,Mn,V,-0.43,193781.60,261464.40
1477.48,Ni,IV,-0.13,159498.50,227181.10
1477.54,Fe,V,-1.47,187719.00,255399.20
1477.55,Co,V,-0.70,249179.70,316859.20
1477.58,Ni,IV,-0.48,146061.50,213739.70
1477.76,Cr,V,-1.67,167176.40,234846.40
1477.80,Fe,V,-0.68,217122.50,284790.80
1477.82,Mn,V,0.48,203827.30,271494.60
1477.85,Ni,IV,-0.15,140343.00,208009.10
1477.93,Ni,V,-1.14,242290.40,309952.50
1478.04,Ni,IV,-0.53,147635.90,215292.90
1478.06,Cr,IV,-1.08,232566.10,164909.70
1478.09,Ni,V,-1.50,232545.90,300201.00
1478.29,Fe,V,-1.56,187157.50,254803.30
1478.32,Ni,IV,0.18,145962.50,213606.90
1478.34,Co,IV,-0.65,156395.40,224038.70
1478.35,Co,V,-1.44,241582.40,309225.40
1478.36,Fe,IV,-1.36,154512.67,222154.99
1478.37,Ni,IV,-0.76,185997.00,253639.10
1478.45,Cr,IV,-0.64,239822.20,172184.00
1478.70,Co,V,-0.72,252385.00,320012.10
1478.77,Mn,V,-0.90,177874.20,245497.80
1478.81,Co,V,-1.39,217713.20,285335.00
1478.81,Fe,IV,-1.36,156123.77,223745.82
1478.90,Co,IV,-0.74,152351.40,219969.00
1478.90,Co,IV,-1.67,129228.70,196846.60
1479.21,Ni,IV,0.08,171406.00,239009.70
1479.39,Fe,V,-1.15,196838.60,264434.20
1479.48,Fe,V,0.26,208838.20,276429.70
1479.56,Mn,V,-0.07,194664.40,262252.00
1479.69,Fe,IV,-1.97,128967.67,196549.59
1479.96,Ni,V,-1.73,232655.60,300224.90
1480.01,Co,IV,-0.29,160404.30,227971.60
1480.18,Ni,IV,-1.31,141832.00,209391.40
1480.20,Co,V,-0.19,248098.90,315657.50
1480.26,Co,V,-0.24,248698.20,316254.00
1480.30,Cr,IV,-0.47,254534.60,186980.80
1480.35,Ni,IV,0.47,171406.00,238957.80
1480.49,Fe,IV,-2.19,154474.85,222020.09
