#list of all IG-element (stages II-V) transitions found in PG0909+276
#
#wavelength/Angstrom, Element, Ion, log(gf)_Kurucz, E_low/cm^-1, E_up/cm^-1
#
1413.11,Ni,III,-2.18,210399.63,139633.90
1413.15,Ni,III,-0.68,183904.88,113140.92
1413.18,Ni,III,-1.83,226603.73,155841.40
1413.20,Mn,V,-1.48,177326.90,248088.40
1413.23,Ni,III,-1.31,63471.93,134231.90
1413.28,Co,V,-0.41,238106.20,308863.50
1413.42,Co,V,0.55,236746.00,307496.40
1413.53,Ni,III,-2.04,185116.05,114371.01
1413.68,Ni,III,-0.67,200695.20,129957.95
1413.70,Cr,III,-0.95,171159.19,100423.01
1413.70,Ni,IV,-1.24,153338.80,224075.30
1413.76,Cr,IV,0.14,257714.40,186980.80
1413.79,Co,IV,-0.50,132828.70,203560.60
1413.90,Co,III,-0.19,169770.30,99044.00
1413.94,Ni,III,-0.08,184375.68,113651.47
1414.01,Mn,V,-1.07,194011.40,264732.40
1414.05,Ni,III,-2.45,62605.58,133324.70
1414.07,Ni,III,-1.85,211262.25,140544.52
1414.15,Co,IV,-0.43,163870.60,234584.40
1414.25,Fe,IV,-0.45,183159.61,253868.43
1414.28,Ni,IV,-0.38,153313.80,224021.30
1414.38,Ni,III,0.14,183637.76,112935.43
1414.40,V_,IV,0.61,217836.30,147135.20
1414.45,Co,V,-1.41,238164.60,308863.50
1414.45,Ni,IV,-1.68,141577.20,212275.90
1414.49,Co,V,-1.76,236158.00,306854.60
1414.50,Ni,III,-1.33,185067.15,114371.01
1414.52,Co,IV,-2.23,157513.10,228208.50
1414.53,Ni,III,-0.94,184346.50,113651.47
1414.60,Ni,IV,0.31,144815.10,215506.60
1414.62,Mn,IV,-1.51,119445.50,190135.90
1414.73,Ni,IV,-1.03,140343.00,211027.60
1414.76,Cr,III,-2.37,43915.56,114599.14
1414.78,Ni,IV,-0.11,153338.80,224021.30
1414.81,Co,IV,-0.82,132952.60,203633.30
1414.83,Fe,V,-0.61,195933.00,266612.80
1414.85,V_,IV,0.09,217108.00,146429.30
1414.88,Ni,III,-0.10,187351.88,116674.39
1414.96,Ni,III,0.02,182587.83,111914.53
1415.05,Co,IV,-0.06,132729.10,203398.00
1415.20,Co,IV,-1.50,188179.40,258840.70
1415.20,Fe,V,0.51,216779.10,287440.50
1415.25,Cr,IV,-0.52,254534.60,183875.60
1415.40,Co,V,-1.61,255484.10,326135.60
1415.47,Ni,III,-0.11,181019.08,110371.35
1415.47,Sc,IV,-1.36,378077.00,448725.10
1415.49,Ni,V,-0.96,246240.90,316887.80
1415.53,Ni,III,-1.16,201508.40,130863.50
1415.54,Fe,V,-1.00,204729.90,275374.30
1415.60,Co,IV,-1.66,132729.10,203370.30
1415.63,Ni,III,-1.22,203964.81,133324.70
1415.63,Ni,III,0.18,183575.58,112935.43
1415.76,Ni,III,-0.15,183035.25,112401.65
1415.77,Co,IV,-1.72,158423.40,229056.60
1415.81,Ni,III,-1.43,202423.00,131792.02
1415.86,Co,IV,-1.95,148105.50,218733.80
1415.87,Co,IV,-1.35,148106.00,218733.80
1415.91,Co,V,0.10,283592.10,354218.10
1415.91,Ni,III,0.31,182524.69,111898.65
1415.99,Co,V,-0.64,218407.20,289029.00
1416.07,Cr,III,-1.70,167924.40,97306.59
1416.08,Cr,III,-1.42,168236.75,97619.48
1416.22,Fe,V,0.19,220621.00,291231.40
1416.27,Cr,IV,-1.73,257588.60,186980.80
1416.27,Ni,III,-1.17,202108.46,131500.50
1416.30,Ni,III,-2.33,227459.43,156853.00
1416.34,Co,V,-0.40,238259.10,308863.50
1416.42,Ni,IV,-0.22,140343.00,210943.60
1416.49,Ni,V,-1.34,217048.70,287645.90
1416.53,Cr,IV,-1.91,232896.60,162301.40
1416.53,Ni,IV,0.37,155308.70,225903.70
1416.66,Co,IV,-0.11,216651.10,287239.60
1416.67,Fe,III,-0.65,188109.58,117521.68
1416.72,Fe,III,-1.69,202030.38,131444.92
1416.95,Ni,III,0.61,184944.95,114371.01
1416.96,Ni,IV,0.20,141577.20,212150.90
1417.00,Fe,V,-0.89,216538.10,287109.60
1417.06,Ni,III,-0.64,184220.35,113651.47
1417.28,Ni,IV,-0.33,139619.20,210177.00
1417.31,Ni,III,-0.10,202056.50,131500.50
1417.37,Co,IV,-0.67,216686.50,287239.60
1417.38,Ni,III,0.32,209404.95,138852.20
1417.41,Cr,IV,-0.70,110691.80,181243.10
1417.60,Co,IV,-1.29,132828.70,203370.30
1417.60,Ni,IV,-0.82,153533.60,224075.30
1417.75,Ni,III,-0.25,188140.54,117606.35
1417.78,Ni,IV,-1.13,171406.00,241939.00
1417.81,Fe,III,-0.77,186998.60,116467.44
1417.82,Ni,IV,-2.09,171408.00,241939.00
1417.82,Sc,IV,-0.96,378077.00,448607.80
1417.85,Ni,III,0.15,183464.88,112935.43
1417.88,Ni,III,-0.26,184623.54,114095.60
1418.07,Co,IV,-1.82,216721.10,287239.60
1418.12,Fe,V,0.37,209523.90,280039.60
1418.16,Co,IV,-1.21,153524.90,224038.70
1418.16,Ni,III,-0.89,184609.57,114095.60
1418.17,Ni,III,-1.77,184623.54,114110.20
1418.20,Co,V,-0.46,244485.40,314997.30
1418.28,Ni,III,0.22,188622.87,118114.95
1418.34,Ni,IV,0.22,155253.70,225758.50
1418.47,Co,III,-2.39,56373.80,126872.20
1418.51,Ni,IV,-1.05,111763.30,182259.90
1418.54,V_,IV,0.30,217350.00,146855.10
1418.61,Fe,III,-0.34,188013.40,117521.68
1418.69,Ni,IV,-1.22,153533.60,224021.30
1418.76,Ni,III,0.17,202276.30,131792.02
1418.93,V_,IV,-0.54,216905.00,146429.30
1418.97,Ni,III,-0.31,184124.86,113651.47
1419.02,Fe,IV,-1.22,195864.15,266335.24
1419.13,Ni,IV,0.16,138446.20,208912.10
1419.20,Co,IV,-2.32,148098.10,218560.20
1419.30,Cr,III,-2.29,43440.85,113898.39
1419.30,Fe,V,-0.03,216652.10,287109.60
1419.31,Ni,III,-0.87,210090.74,139633.90
1419.35,Co,IV,-1.77,148105.50,218560.20
1419.35,Ni,IV,-1.25,151574.70,222029.30
1419.36,Co,IV,-1.63,148106.00,218560.20
1419.38,Ni,III,-1.24,61338.58,131792.02
1419.45,Ni,IV,-0.07,141832.00,212281.80
1419.45,Ni,IV,-0.73,155308.70,225758.50
1419.46,Co,IV,-1.88,158359.90,228809.00
1419.53,Cr,III,-2.20,43321.22,113767.13
1419.54,Cr,III,-2.09,168065.05,97619.48
1419.54,Sc,IV,-0.63,383527.10,453972.70
1419.58,Mn,V,-0.24,194288.80,264732.40
1419.58,Ni,IV,-0.11,111763.30,182206.80
1419.58,V_,IV,0.73,218100.00,147656.50
1419.62,Co,IV,-1.97,136611.20,207052.60
1419.73,Ni,IV,-0.41,153349.40,223785.40
1419.88,Ni,III,0.01,182327.13,111898.65
1419.96,Ni,III,-0.87,208415.70,137991.40
1419.98,Co,V,0.45,236431.20,306854.60
1420.02,Ni,III,-1.11,210055.44,139633.90
1420.10,Co,IV,-0.67,132952.60,203370.30
1420.12,Fe,V,-0.40,204729.90,275146.60
1420.13,Fe,IV,-1.45,183159.61,253575.65
1420.13,Ni,IV,0.38,151574.70,221991.00
1420.16,Ni,III,0.91,208474.88,138060.40
1420.21,Ni,IV,-1.41,171406.00,241817.90
1420.23,Fe,IV,-0.39,183164.49,253575.65
1420.26,Ni,IV,-1.55,171408.00,241817.90
1420.28,Ni,IV,-1.43,156294.00,226702.50
1420.29,Co,IV,-1.14,159482.30,229890.30
1420.29,Ni,III,-0.72,184518.20,114110.20
1420.42,Fe,V,-0.54,196838.60,267240.10
1420.44,Ni,III,0.72,184510.75,114110.20
1420.45,Fe,IV,-2.34,158738.69,229138.90
1420.48,Co,IV,-2.07,154012.20,224411.00
1420.48,Fe,V,-0.30,204975.40,275374.30
1420.57,Fe,V,-2.19,377683.10,307288.70
1420.61,Fe,V,0.20,209110.10,279502.60
1420.63,Ni,III,-0.80,200304.50,129913.10
1420.66,Ni,III,-2.13,201890.50,131500.50
1420.67,Mn,V,-0.46,194011.40,264400.60
1420.68,Co,V,-1.60,244866.70,315255.40
1420.75,Fe,V,-0.82,214525.80,284911.20
1420.84,Co,IV,-1.24,136612.50,206993.60
1420.86,Co,V,-0.61,283736.70,354116.40
1420.90,Co,V,-2.27,242765.00,313142.70
1421.01,Fe,V,-0.42,215782.60,286154.90
1421.02,Co,V,-1.15,236353.10,306725.20
1421.11,Ni,III,-1.66,63471.93,133839.54
1421.12,Ni,III,-1.94,185639.13,115272.26
1421.21,Co,V,-0.70,243455.20,313817.80
1421.22,Ni,IV,0.23,111763.30,182125.60
1421.23,Ni,IV,-0.63,152343.70,222705.50
1421.26,Co,V,-0.92,244485.40,314845.50
1421.28,Ni,III,0.27,201859.40,131500.50
1421.30,Fe,IV,-1.53,154512.67,224870.85
1421.33,Co,IV,-1.94,163752.90,234109.40
1421.34,Ni,III,-0.96,208386.90,138030.90
1421.53,Ni,III,-0.07,200304.50,129957.95
1421.53,Ni,III,-1.49,226757.78,156411.20
1421.59,Ni,III,-0.57,200257.00,129913.10
1421.69,Ni,IV,-0.92,145192.10,215531.00
1421.70,Cr,IV,-2.49,104630.20,174968.60
1421.70,Ni,III,-0.99,183126.19,112787.85
1421.97,Ni,IV,-2.21,145192.10,215516.80
1421.99,Fe,IV,-1.34,158738.69,229062.58
1421.99,Ni,III,-1.25,183464.88,113140.92
1422.04,Mn,IV,-1.43,119961.50,190282.80
1422.13,Fe,IV,-0.41,195864.15,266181.09
1422.14,Ni,III,-1.15,227288.70,156972.08
1422.14,Ni,III,0.21,202108.46,131792.02
1422.19,Ni,III,-0.86,184609.57,114295.45
1422.31,Ni,III,-1.66,202100.30,131792.02
1422.34,Sc,IV,-1.24,378418.60,448725.10
1422.41,Ni,III,-0.17,200257.00,129954.00
1422.43,Co,V,-1.17,277330.20,347632.30
1422.43,Ni,V,-1.87,221087.60,291390.00
1422.45,Cr,III,-0.16,189201.58,118900.53
1422.48,Fe,V,-0.25,214611.40,284911.20
1422.49,Ni,III,-0.57,200257.00,129957.95
1422.52,Ni,III,-1.09,204632.48,134334.79
1422.61,Ni,IV,0.19,190932.80,261226.30
1422.62,Ni,III,-1.42,202449.23,132156.50
1422.71,Co,IV,-0.72,140863.50,211151.70
1422.77,Co,IV,-1.07,136362.90,206648.30
1422.87,Fe,III,-0.35,186597.30,116316.58
1422.88,Ni,III,-0.48,184375.68,114095.60
1422.93,Fe,IV,-1.15,159010.39,229288.02
1422.93,Ni,III,-1.01,226118.80,155841.40
1422.95,Mn,V,-1.80,195302.70,265579.30
1422.96,Mn,V,-1.06,176946.30,247222.10
1423.03,Ni,III,-0.83,203964.81,133692.00
1423.04,Ni,V,-1.58,247104.90,317376.80
1423.06,Co,V,-0.61,244821.20,315092.20
1423.15,Fe,IV,-1.22,159227.90,229494.74
1423.15,Ni,III,0.55,202423.00,132156.50
1423.16,Ti,IV,-1.75,306408.30,236142.30
1423.19,Cr,IV,-1.63,232566.10,162301.40
1423.19,Ni,III,-0.01,202056.50,131792.02
1423.28,Ti,IV,-1.91,306395.69,236135.29
1423.40,Ni,III,-1.90,202423.00,132168.60
1423.43,V_,IV,-0.44,217108.00,146855.10
1423.44,Ni,III,-1.07,184623.54,114371.01
1423.44,Ni,IV,-0.48,142023.50,212275.90
1423.48,Fe,IV,-1.41,154325.96,224576.43
1423.54,Ni,IV,-0.30,140343.00,210590.60
1423.67,Ni,V,-1.85,221087.60,291328.50
1423.72,Ni,III,-0.17,184609.57,114371.01
1423.72,V_,IV,0.12,225804.10,155565.50
1423.77,Ni,III,-1.39,184346.50,114110.20
1423.79,Ni,IV,-1.45,139886.70,210121.80
1423.89,Co,IV,-0.40,132828.70,203059.00
1423.95,Ni,III,-1.63,202019.23,131792.02
1424.13,Ni,III,-1.01,209070.65,138852.20
1424.14,Ni,III,0.23,204632.48,134414.77
1424.18,Cr,IV,-1.92,104630.20,174846.20
1424.20,Co,V,0.35,236158.00,306372.80
1424.20,V_,IV,-1.46,217350.00,147135.20
1424.21,Mn,V,-0.50,177874.20,248088.40
1424.24,Ni,III,-1.70,62605.58,132818.26
1424.26,Ni,V,-0.70,247165.00,317376.80
1424.30,Co,IV,-1.56,158846.70,229056.60
1424.51,Ni,III,0.81,183904.88,113705.12
1424.60,Co,III,-2.23,173851.10,103656.10
1424.66,Sc,IV,0.12,371735.20,441927.30
1424.74,Ni,III,-0.30,183839.47,113651.47
1424.78,Ni,III,-1.66,182587.83,112401.65
1424.79,Mn,V,0.02,195302.70,265488.40
1424.91,V_,IV,-0.46,217836.30,147656.50
1424.95,Co,V,-0.46,242340.30,312518.00
1424.97,Co,III,-2.02,56373.80,126550.70
1425.03,Ni,III,-0.80,209807.70,139633.90
1425.05,Ni,V,-1.59,242290.40,312463.30
1425.06,Mn,III,-0.12,181949.34,111776.60
1425.09,Fe,V,-0.80,204975.40,275146.60
1425.34,Co,III,-0.43,168449.60,98291.00
1425.42,Ni,III,-0.85,183859.72,113705.12
1425.48,Fe,IV,-0.27,159342.88,229494.74
1425.57,Ni,III,-1.82,184518.20,114371.01
1425.65,Co,V,-0.64,283592.10,353735.50
1425.67,Co,III,-0.26,168688.90,98546.30
1425.71,Ni,III,0.15,200053.40,129913.10
1425.72,Cr,IV,-1.56,247546.70,177406.50
1425.73,Fe,IV,-0.24,154731.29,224870.85
1425.76,Ni,III,-0.39,200051.04,129913.10
1425.79,Ni,IV,-0.95,112151.90,182288.40
1425.88,Ni,IV,-0.61,171408.00,241540.00
1425.92,Fe,IV,-2.38,159342.88,229472.83
1425.95,Fe,IV,-1.83,159010.39,229138.90
1426.03,Ni,III,-0.78,184220.35,114095.60
1426.03,Ni,III,-1.78,203283.45,133158.50
1426.05,Fe,IV,-0.57,158738.69,228862.61
1426.09,Ni,III,-1.90,226532.85,156411.20
1426.13,Ni,III,-1.22,202276.30,132156.50
1426.13,Ni,III,-1.89,227091.99,156972.08
1426.24,Fe,IV,-0.08,196220.71,266335.24
1426.28,Ni,V,-1.74,221429.00,291541.70
1426.29,Mn,V,-0.95,194288.80,264400.60
1426.33,Ni,III,0.04,184220.35,114110.20
1426.36,Co,V,-0.78,236746.00,306854.60
1426.37,Ni,IV,-0.17,112151.90,182259.90
1426.41,Ni,III,-0.69,183041.45,112935.43
1426.51,Ni,III,-0.73,187351.88,117250.80
1426.54,Cr,IV,-1.40,251342.70,181243.10
1426.54,Ni,III,-0.46,181998.15,111898.65
1426.55,Ni,III,-1.03,200053.40,129954.00
1426.56,Ni,III,-1.20,201890.50,131792.02
1426.57,Ni,III,-1.95,181996.70,111898.65
1426.59,Ni,III,-1.02,200051.04,129954.00
1426.63,Ni,III,0.07,200053.40,129957.95
1426.63,Ni,IV,-1.38,144815.10,214910.50
1426.65,V_,IV,0.85,218463.60,148369.20
1426.77,Co,IV,-2.15,158359.90,228448.10
1426.79,Co,IV,-1.49,150970.90,221058.40
1426.83,Co,V,0.25,235961.10,306046.40
1426.96,Cr,III,-1.20,49767.47,119846.47
1426.97,Ni,V,-1.87,217048.70,287127.20
1427.03,Co,IV,-1.08,141076.00,211151.70
1427.09,Ni,III,0.37,199986.00,129913.10
1427.15,Cr,IV,0.03,257588.60,187519.00
1427.18,Mn,V,-1.04,194664.40,264732.40
1427.20,Ni,III,-0.07,201859.40,131792.02
1427.20,Ni,V,-1.30,247165.00,317232.00
1427.21,Ni,V,-2.45,274738.60,344805.30
1427.23,Mn,III,0.08,181949.34,111883.60
1427.27,Cr,III,-0.65,188964.39,118900.53
1427.27,Fe,IV,-0.33,154512.67,224576.43
1427.32,Co,III,-0.32,168885.50,98823.90
1427.35,Fe,IV,-0.37,159227.90,229288.02
1427.37,Co,V,-0.00,261994.00,332053.00
1427.45,Ni,IV,-0.00,112151.90,182206.80
1427.46,Ni,III,0.96,207446.00,137391.30
1427.51,Fe,IV,-0.48,159010.39,229062.58
1427.55,Fe,IV,-0.02,196131.19,266181.09
1427.64,Ni,III,0.88,201546.01,131500.50
1427.66,Fe,IV,-1.37,154185.85,224230.60
1427.79,Cr,V,-1.66,167491.00,237529.50
1427.82,Fe,V,-0.78,213649.20,283686.30
1427.84,Co,IV,-1.83,136612.50,206648.30
1427.88,Ni,IV,-1.00,145702.20,215736.10
1427.92,Ni,III,0.22,199986.00,129954.00
1427.93,Ni,III,-0.88,203355.90,133324.70
1427.97,Ni,III,-0.92,184124.86,114095.60
1427.98,Ni,III,-2.33,63471.93,133500.97
1428.03,Co,IV,-1.54,154012.20,224038.70
1428.05,Ni,III,-0.60,188140.54,118114.95
1428.07,Co,IV,-1.28,158423.40,228448.10
1428.08,Co,V,-0.87,244821.20,314845.50
1428.12,Ni,IV,-1.27,145702.20,215724.50
1428.13,Co,IV,-1.31,151040.60,221062.20
1428.19,Ni,V,-1.22,240193.80,310212.60
1428.21,Co,IV,-1.19,151040.60,221058.40
1428.26,Co,III,-2.06,173609.30,103593.90
1428.27,Ni,III,-1.39,184124.86,114110.20
1428.60,Co,V,-1.19,283736.70,353735.50
1428.61,Ni,V,-1.26,217129.10,287127.20
1428.70,Co,IV,-1.35,178396.50,248390.40
1428.84,Fe,III,-0.41,186454.09,116467.44
1428.85,Ni,III,-0.48,183637.76,113651.47
1428.87,Ni,III,0.88,183126.19,113140.92
1428.88,Fe,III,-2.36,186882.98,116898.18
1428.88,Fe,IV,-1.27,177005.97,246990.80
1428.93,Ni,IV,0.26,145702.20,215684.50
1429.00,Co,V,-1.34,244866.70,314845.50
1429.01,Fe,V,-0.27,209523.90,279502.60
1429.07,Ni,III,-1.14,184346.50,114371.01
1429.13,V_,IV,-0.92,217108.00,147135.20
1429.18,Ni,IV,-1.72,140343.00,210313.30
1429.24,Co,III,-0.53,169011.20,99044.00
1429.31,Fe,IV,-1.60,159342.88,229306.61
1429.36,Ni,III,-1.23,183612.67,113651.47
1429.41,Ni,III,-1.56,203283.45,133324.70
1429.47,Fe,V,0.14,208838.20,278794.20
1429.49,Fe,V,-0.24,204975.40,274930.30
1429.53,Co,III,-2.30,173609.30,103656.10
1429.55,Ni,III,-0.54,202108.46,132156.50
1429.76,Co,V,-0.67,236431.20,306372.80
1429.80,Ni,III,0.43,202108.46,132168.60
1429.81,Co,V,-1.49,251582.20,321521.40
1429.95,Ni,III,-0.86,183637.76,113705.12
1430.12,Ni,III,-0.64,183575.58,113651.47
1430.19,Ni,IV,0.16,120909.50,190830.30
1430.20,Co,III,0.28,168211.50,98291.00
1430.25,Co,III,-2.40,173609.30,103691.30
1430.28,Co,IV,-1.68,150970.90,220887.10
1430.31,Fe,V,0.01,237729.60,307644.40
1430.38,Ni,III,-0.59,183052.20,113140.92
1430.38,Ni,IV,-0.35,153313.80,223225.40
1430.43,Co,V,-1.53,249179.70,319088.90
1430.43,Ni,IV,-0.31,112379.30,182288.40
1430.46,Ni,III,0.15,183612.67,113705.12
1430.49,Co,IV,-1.62,159482.30,229388.20
1430.52,Fe,IV,-0.22,154325.96,224230.60
1430.54,Fe,III,-0.62,186378.94,116475.29
1430.55,Co,III,0.30,168449.60,98546.30
1430.56,Fe,III,-2.10,193599.54,123696.95
1430.57,Fe,V,0.60,188395.30,258297.40
1430.60,Ni,III,-0.38,183041.45,113140.92
1430.62,Ni,III,0.29,202056.50,132156.50
1430.67,Co,V,-0.77,241582.40,311479.60
1430.71,Co,V,-1.69,242340.30,312235.60
1430.71,Mn,V,-0.26,177326.90,247222.10
1430.75,Fe,V,-0.22,216538.10,286431.30
1430.79,Mn,III,0.24,181949.34,112057.80
1430.85,Co,V,-0.80,236158.00,306046.40
1430.86,Ni,III,-2.44,202056.50,132168.60
1430.88,Ni,III,-1.76,187493.38,117606.35
1430.93,Ni,IV,-0.03,138446.20,208330.70
1431.01,Ni,IV,-0.37,112379.30,182259.90
1431.04,Ni,III,-1.79,226290.44,156411.20
1431.07,Ni,III,-1.75,226686.28,156808.70
1431.07,Ni,III,-2.44,188622.87,118745.25
1431.11,Ni,IV,-1.43,153349.40,223225.40
1431.17,Ni,III,-0.88,203031.22,133158.50
1431.26,Co,IV,-1.98,129223.70,199092.40
1431.28,Ni,III,-1.98,63471.93,133339.70
1431.33,Co,III,0.19,168688.90,98823.90
1431.36,Co,IV,-1.70,129228.70,199092.40
1431.38,Ni,III,-0.49,182798.20,112935.43
1431.41,Co,IV,-0.97,140863.50,210724.90
1431.43,Fe,IV,-0.24,154185.85,224045.96
1431.44,Cr,IV,-2.10,251137.80,181277.90
1431.51,Co,IV,-1.64,153524.90,223381.40
1431.54,Co,IV,-1.07,158359.90,228214.70
1431.57,Cr,IV,-1.94,252532.80,182679.20
1431.62,Fe,IV,-1.85,158738.69,228589.67
1431.65,Ni,III,-1.93,184220.35,114371.01
1431.71,Co,IV,-1.50,151040.60,220887.10
1431.73,Cr,III,-0.68,49767.47,119612.80
1431.81,Co,III,0.01,168885.50,99044.00
1431.89,Cr,IV,-1.79,104258.60,174096.20
1431.94,Ni,V,-0.41,239107.70,308943.00
1432.01,Ni,III,-1.18,200695.20,130863.50
1432.02,Co,V,-0.68,241174.10,311005.70
1432.03,Mn,V,-0.53,177874.20,247705.20
1432.06,Cr,III,-2.16,43285.81,113115.21
1432.08,Co,III,-0.20,169011.20,99182.90
1432.09,Ni,V,-1.08,246240.90,316068.80
1432.18,Co,V,-1.74,243455.20,313278.70
1432.45,Ni,IV,-0.13,121807.70,191618.20
1432.50,Ca,II,-0.79,13650.19,83458.08
1432.68,Ni,IV,-0.92,159498.50,229297.50
1432.84,Mn,V,-0.02,200176.90,269968.30
1432.85,Ni,III,-0.15,202949.40,133158.50
1432.94,Fe,V,-1.05,212818.10,282604.80
1432.94,Fe,V,-2.45,220621.00,290407.70
1432.97,Co,IV,-1.08,158423.40,228208.50
1433.02,Ni,V,-0.58,247104.90,316887.80
1433.09,Fe,V,-0.56,216652.10,286431.30
1433.11,Ni,IV,0.16,147635.90,217414.30
1433.16,Co,IV,-1.25,153265.30,223041.10
1433.16,Co,IV,-1.52,159638.10,229414.00
1433.21,Ni,IV,-1.73,145962.50,215736.10
1433.23,Ni,IV,-0.99,144815.10,214587.40
1433.26,Ni,IV,0.01,159498.50,229269.50
1433.29,V_,IV,-1.18,216905.00,147135.20
1433.34,Ni,IV,-0.86,141220.30,210987.50
1433.38,Ni,III,-2.15,86645.88,156411.20
1433.49,Ni,III,-0.24,183464.88,113705.12
1433.51,Ni,V,-1.57,240193.80,309952.50
1433.61,Ni,III,-0.12,184124.86,114371.01
1433.69,Co,IV,-1.41,159638.10,229388.20
1433.70,Ni,III,-1.29,183859.72,114110.20
1433.74,Ni,III,0.64,199701.70,129954.00
1433.75,Ca,II,-0.64,13710.88,83458.08
1433.75,Ca,II,-1.94,13710.88,83458.08
1433.75,Ni,III,0.26,203964.81,134217.60
1433.78,Ni,III,-1.08,187351.88,117606.35
1433.89,Cr,IV,-1.04,105105.70,174846.20
1433.92,Ni,III,0.17,200051.04,130312.30
1433.92,Ni,V,-1.19,225200.70,294939.60
1433.97,Mn,V,-0.81,194664.40,264400.60
1434.03,Co,V,-1.28,244485.40,314219.10
1434.07,Co,IV,-1.81,159851.50,229583.30
1434.09,V_,IV,-0.48,218100.00,148369.20
1434.12,Ni,III,-0.58,183839.47,114110.20
1434.13,Co,IV,-1.88,153265.30,222994.20
1434.13,Ni,III,0.41,201897.20,132168.60
1434.27,Co,III,0.69,168012.70,98291.00
1434.27,Ni,IV,-0.65,145962.50,215684.50
1434.30,Ni,III,0.98,182508.30,112787.85
1434.39,Fe,IV,-0.70,162087.81,231804.00
1434.66,Ni,III,-1.11,201859.40,132156.50
1434.67,Co,III,-0.47,168885.50,99182.90
1434.81,Co,IV,-1.48,129195.20,198890.90
1434.85,V_,IV,-0.70,217350.00,147656.50
1434.87,Co,III,-2.08,173194.90,103502.00
1434.91,Ni,III,-1.32,201859.40,132168.60
1435.00,Ni,III,-2.13,63471.93,133158.50
1435.02,Ni,IV,-0.77,141561.20,211246.80
1435.02,Ni,IV,0.17,152343.70,222029.30
1435.05,Fe,V,-0.34,209110.10,278794.20
1435.18,Ni,V,-1.10,247049.10,316726.60
1435.24,Ni,IV,0.31,146061.50,215736.10
1435.39,Co,IV,-2.31,153524.90,223192.40
1435.40,Co,IV,-1.37,129223.70,198890.90
1435.44,Co,III,0.40,168211.50,98546.30
1435.46,Ni,III,-0.85,203355.90,133692.00
1435.48,Ni,IV,-2.18,146061.50,215724.50
1435.49,Cr,IV,-1.88,103996.50,173659.10
1435.60,Co,IV,-2.49,137336.40,206993.60
1435.60,Ni,III,0.16,182798.20,113140.92
1435.61,Co,V,-0.20,283592.10,353248.70
1435.77,Co,IV,-1.22,141076.00,210724.90
1435.80,Ni,IV,-0.52,122386.10,192033.50
1435.86,Co,III,-0.15,168688.90,99044.00
1435.89,Sc,IV,-1.23,378418.60,448062.00
1435.94,Ni,III,-2.23,203283.45,133642.58
1435.95,Ni,III,-1.89,203031.22,133390.94
1435.97,Ni,V,-1.39,247104.90,316744.00
1436.13,Ni,III,-0.38,226603.73,156972.08
1436.16,Cr,IV,-1.71,247546.70,177916.50
1436.16,Ni,III,-1.22,203964.81,134334.79
1436.25,Co,III,0.11,168449.60,98823.90
1436.30,Ni,V,-1.52,243266.20,312889.40
1436.54,Co,IV,-2.24,158359.90,227971.60
1436.58,Ni,IV,-1.08,156294.00,225903.70
1436.59,Ni,III,-0.13,204632.48,135023.20
1436.67,Ni,V,-1.51,217101.00,286706.60
1436.69,Co,V,-1.03,241875.40,311479.60
1436.76,Co,III,-2.11,173194.90,103593.90
1436.93,Mn,V,-0.22,176946.30,246539.10
1436.97,Ni,IV,-0.74,145702.20,215292.90
1437.00,Ni,III,-0.81,182524.69,112935.43
1437.03,Co,V,-0.38,244866.70,314454.80
1437.16,Ni,IV,-0.05,148358.20,217939.70
1437.25,Ni,V,-1.73,217129.10,286706.60
1437.39,Mn,V,-0.40,177326.90,246897.60
1437.39,Ni,IV,0.15,146153.80,215724.50
1437.48,Fe,IV,-1.95,159227.90,228793.86
1437.49,Co,IV,-0.45,136362.90,205928.70
1437.52,Co,IV,-1.79,150970.90,220535.20
1437.55,Ni,IV,-0.64,138446.20,208009.10
1437.56,Co,IV,-1.05,159851.50,229414.00
1437.61,Fe,IV,-2.44,154185.85,223745.82
1437.64,Ni,III,-0.89,202949.40,133390.94
1437.76,Ni,IV,-0.53,156351.20,225903.70
1437.81,Ni,III,-0.64,203964.81,134414.77
1437.82,Co,IV,-2.10,144509.60,214059.30
1437.83,Co,V,-0.82,241985.30,311534.50
1437.85,Co,IV,-1.49,158423.40,227971.60
1437.94,Ni,IV,0.23,145962.50,215506.60
1437.96,Co,V,-1.41,238106.20,307649.20
1437.96,Ni,III,1.04,207534.50,137991.40
1437.97,Co,IV,-1.29,188138.40,257680.70
1437.98,Ni,IV,-1.00,146194.30,215736.10
1438.04,Co,IV,-1.17,160351.40,229890.30
1438.04,Ni,III,-0.89,182327.13,112787.85
1438.05,Co,III,-2.37,173194.90,103656.10
1438.06,Fe,V,-2.46,358207.90,288669.80
1438.11,Fe,V,-1.07,216652.10,286187.70
1438.16,Ni,III,-0.52,184805.62,115272.26
1438.22,Ni,IV,-1.52,146194.30,215724.50
1438.28,Ni,III,-0.17,183637.76,114110.20
1438.31,Ni,IV,-2.16,145192.10,214718.10
1438.40,Fe,IV,-1.97,164950.50,234472.00
1438.44,Co,V,-1.55,238129.60,307649.20
1438.50,Cr,IV,-1.42,247546.70,178030.00
1438.51,Co,IV,-1.92,188164.40,257680.70
1438.59,Ni,IV,-0.92,139619.20,209131.90
1438.60,Co,V,-1.11,283736.70,353248.70
1438.60,Ni,V,-1.58,243266.20,312778.20
