#list of all IG-element (stages II-V) transitions found in PG0909+276
#
#wavelength/Angstrom, Element, Ion, log(gf)_Kurucz, E_low/cm^-1, E_up/cm^-1
#
1359.01,Fe,V,0.43,258434.10,332017.30
1359.06,Cr,IV,-1.19,247239.30,173659.10
1359.23,Mn,V,0.27,203827.30,277398.10
1359.24,Ni,IV,0.02,146194.30,219765.00
1359.35,Cr,IV,-0.99,234502.10,160937.40
1359.35,Ni,V,-1.56,242504.30,316068.80
1359.38,V_,IV,-1.52,217836.30,144273.10
1359.39,Fe,IV,-1.25,164950.50,238512.84
1359.39,Ni,IV,-1.36,151574.70,225136.90
1359.40,Fe,V,-0.77,186433.60,259995.20
1359.42,Ni,V,-1.30,233839.20,307399.70
1359.43,Ni,IV,-0.56,152343.70,225903.70
1359.50,Ni,V,-0.75,243331.50,316887.80
1359.72,Cr,IV,-0.66,232896.60,159352.00
1359.76,Cr,III,-1.37,170849.15,97306.59
1359.89,Mn,IV,-1.38,119445.50,192980.70
1359.91,Ni,IV,-0.34,179792.00,253326.20
1360.02,Co,V,-1.38,242340.30,315868.70
1360.07,Co,V,-1.52,255292.50,328818.40
1360.14,Ni,IV,-1.89,139886.70,213408.60
1360.14,Ni,IV,-2.47,151574.70,225096.40
1360.21,Ni,IV,-1.26,142023.50,215541.30
1360.22,Ni,V,-0.66,243370.50,316887.80
1360.23,Co,IV,-0.74,158359.90,231876.60
1360.45,Co,IV,-1.62,152161.10,225666.30
1360.54,Ni,V,-1.62,225545.10,299045.60
1360.57,Ni,V,-1.42,236454.10,309952.50
1360.64,Co,IV,-2.38,156395.40,229890.30
1360.66,Cr,IV,-1.73,233798.90,160305.40
1360.67,Ni,IV,-1.98,142023.50,215516.80
1360.68,Ni,V,-1.73,240193.80,313686.60
1360.72,Mn,III,-0.69,43573.16,117063.74
1360.74,Ni,III,-2.34,83033.45,156522.87
1360.76,Ni,III,-2.02,183859.72,110371.35
1360.80,Ni,V,-0.63,242504.30,315990.50
1360.85,Co,IV,-1.68,144509.60,217993.00
1360.94,Cr,III,-1.78,43303.26,116782.05
1361.09,Cr,III,-1.09,43303.26,116774.00
1361.11,Fe,IV,-2.01,160311.64,233780.86
1361.13,Ni,III,-0.93,183839.47,110371.35
1361.20,Ni,V,-1.52,247049.10,320513.80
1361.26,Fe,V,-0.89,209110.10,282571.60
1361.26,Mn,III,-1.68,43602.50,117063.74
1361.27,Cr,III,-0.73,43321.22,116782.05
1361.27,Fe,V,-0.74,187719.00,261179.60
1361.27,Ni,IV,-2.30,141832.00,215292.90
1361.28,Fe,V,-0.05,213649.20,287109.60
1361.33,Ni,III,-1.33,210848.80,137391.30
1361.36,Ni,V,-1.75,234275.20,307731.10
1361.37,Co,V,-0.65,244485.40,317941.00
1361.45,Fe,V,0.34,237729.60,311180.90
1361.46,Cr,IV,-0.81,247546.70,174096.20
1361.51,Co,V,-1.10,277330.20,350778.20
1361.58,Fe,IV,-2.40,154474.85,227919.05
1361.63,Cr,IV,0.96,256885.40,183444.20
1361.66,Fe,V,-0.55,233848.90,307288.70
1361.69,Fe,V,0.31,262509.30,335947.40
1361.83,Fe,V,0.50,233633.60,307064.40
1361.85,Co,IV,-2.42,152351.40,225780.80
1361.86,Co,V,0.26,243455.20,316884.40
1361.86,Ni,V,-1.96,225616.50,299045.60
1362.17,Ni,V,-1.11,243331.50,316744.00
1362.18,Ni,V,-2.43,246240.90,319652.70
1362.23,Cr,IV,-1.07,256853.20,183444.20
1362.35,Ni,III,-1.32,184623.54,111221.20
1362.40,Ni,IV,-1.37,146153.80,219553.40
1362.43,Ni,IV,-1.11,159498.50,232897.00
1362.47,Co,III,-2.24,171942.60,98546.30
1362.49,Co,V,0.14,206476.00,279871.10
1362.54,Ni,IV,-1.74,179583.00,252975.40
1362.61,Cr,III,-1.64,169774.75,96386.31
1362.70,Cr,III,-1.90,170690.54,97306.59
1362.73,Cr,III,-1.48,171066.33,97683.99
1362.78,Ni,III,0.23,210399.63,137020.20
1362.86,Fe,V,0.04,216538.10,289913.00
1362.90,Cr,IV,-0.94,233236.70,159863.60
1362.95,Co,IV,-1.89,151040.60,224411.00
1363.01,Co,V,-1.42,242765.00,316132.00
1363.01,Ni,III,-0.36,230219.98,156853.00
1363.01,Ni,IV,-1.11,141220.30,214587.40
1363.02,Co,IV,-1.36,152113.30,225479.80
1363.08,Fe,V,-0.16,187157.50,260521.00
1363.22,Ni,V,-0.72,225616.50,298972.30
1363.22,Ni,V,-2.12,221087.60,294443.30
1363.26,Ni,IV,-0.41,112151.90,185505.30
1363.34,Ni,III,-1.93,185248.15,111898.65
1363.35,Ni,V,-1.63,247165.00,320513.80
1363.36,Fe,V,-0.92,209523.90,282871.90
1363.40,Cr,IV,-0.38,250752.70,177406.50
1363.50,Co,V,-0.26,241875.40,315216.10
1363.63,Ni,III,-1.37,185248.15,111914.53
1363.64,Fe,V,-0.27,187719.00,261051.90
1363.66,Cr,IV,-0.19,233637.60,160305.40
1363.91,Ni,V,-0.79,234412.70,307731.10
1364.07,Ni,V,-1.53,241082.20,314392.00
1364.17,Co,V,0.12,241985.30,315289.80
1364.19,Co,III,-1.45,99635.60,172939.20
1364.30,Co,III,-1.96,99641.70,172939.20
1364.31,Ni,IV,-2.39,140343.00,213640.20
1364.41,Cr,IV,-0.90,254534.60,181243.10
1364.46,Co,IV,-1.73,152264.20,225553.40
1364.65,Fe,IV,-2.25,154325.96,227604.73
1364.66,Mn,III,-1.61,43573.16,116851.69
1364.77,Co,IV,-2.04,144720.30,217993.00
1364.79,Ni,IV,-0.22,140140.90,213412.10
1364.80,Co,IV,-2.32,132729.10,205999.70
1364.82,Fe,IV,-1.85,156224.88,229494.74
1364.82,Fe,V,-0.69,186725.50,259995.20
1364.92,Co,V,-0.77,235961.10,309225.40
1364.94,Co,V,-1.17,241582.40,314845.50
1364.95,Ni,III,0.05,211293.67,138030.90
1364.98,Fe,V,-0.17,216652.10,289913.00
1364.98,Fe,V,-1.20,234027.40,307288.70
1365.06,Cr,IV,-1.66,254534.60,181277.90
1365.12,Fe,V,-0.56,187157.50,260411.40
1365.15,Ni,III,-0.12,183464.88,110212.80
1365.16,Ni,IV,-0.20,179724.00,252975.40
1365.17,Cr,III,-0.99,169637.01,96386.31
1365.20,Mn,III,-0.90,43602.50,116851.69
1365.20,Ni,V,-1.11,240959.60,314208.80
1365.24,Cr,III,-0.70,43285.81,116532.95
1365.29,Ni,IV,-0.69,139886.70,213131.10
1365.34,Ni,III,-2.07,187351.88,114110.20
1365.35,Ni,III,-1.05,183612.67,110371.35
1365.44,Co,V,0.31,251582.20,324818.60
1365.50,Ni,III,-2.08,211293.67,138060.40
1365.54,Ni,III,-1.11,211262.25,138030.90
1365.55,Co,V,-1.80,241985.30,315216.10
1365.58,Co,IV,-1.91,144764.20,217993.00
1365.58,Fe,V,-0.22,186725.50,259954.70
1365.65,Cr,IV,-1.28,247765.00,174539.70
1365.74,Co,V,-0.44,238259.10,311479.60
1365.83,Fe,V,-2.50,407724.50,334509.10
1365.87,Fe,V,-0.69,213649.20,286862.70
1365.90,Co,III,-2.13,57699.00,130910.60
1365.90,Cr,III,-1.42,43321.22,116532.95
1366.00,Ni,V,-0.82,235736.50,308943.00
1366.01,Ni,V,-0.85,242862.60,316068.80
1366.09,Co,V,-1.70,277330.20,350532.00
1366.09,Ni,III,-0.04,211262.25,138060.40
1366.09,Ni,III,-0.74,185116.05,111914.53
1366.12,Fe,V,-1.16,208838.20,282038.10
1366.13,Co,IV,-1.00,132729.10,205928.70
1366.13,Co,V,-0.15,207548.50,280748.20
1366.13,Co,V,-1.44,252385.00,325584.50
1366.22,Co,V,-1.18,236431.20,309625.80
1366.36,Co,IV,-1.57,144764.20,217951.40
1366.39,Co,V,-1.54,251582.20,324767.70
1366.43,Ni,V,-2.15,239107.70,312291.00
1366.44,Mn,III,-1.63,43668.84,116851.69
1366.45,Ni,V,-1.76,232655.60,305838.10
1366.57,Co,IV,-1.71,148098.10,221274.10
1366.65,Ni,V,-1.08,235420.60,308592.00
1366.66,Co,III,-1.44,99635.60,172806.50
1366.66,Co,V,-1.40,277360.70,350532.00
1366.68,Co,V,-0.27,261994.00,335164.10
1366.71,Co,IV,-2.38,148105.50,221274.10
1366.72,Co,IV,-1.57,148106.00,221274.10
1366.79,Fe,IV,-2.32,156123.77,229288.02
1366.90,Ni,IV,-1.01,145702.20,218860.60
1367.01,Ni,III,-1.88,185067.15,111914.53
1367.02,Co,V,0.20,242765.00,315916.70
1367.09,Cr,III,-1.59,43303.26,116451.19
1367.10,Cr,IV,-1.47,234085.20,160937.40
1367.10,Fe,IV,-2.16,154512.67,227660.25
1367.11,Mn,V,-1.41,178572.50,251719.60
1367.17,Fe,V,-1.11,212818.10,285961.70
1367.18,Cr,IV,-2.21,247239.30,174096.20
1367.37,Cr,III,-1.41,169847.31,96714.04
1367.38,Ni,III,-0.24,210524.04,137391.30
1367.40,Cr,IV,0.22,238561.30,165430.00
1367.45,Cr,IV,-1.26,250535.20,177406.50
1367.51,Co,V,-0.54,243455.20,316581.00
1367.52,Ni,III,-2.20,184346.50,111221.20
1367.84,Ni,V,-1.82,216189.90,289298.00
1367.99,Co,IV,-1.47,132828.70,205928.70
1368.01,Cr,IV,-0.84,234085.20,160986.50
1368.11,Ni,III,-1.32,183464.88,110371.35
1368.18,Cr,IV,0.13,237999.50,164909.70
1368.18,Mn,III,-1.54,43602.50,116692.14
1368.21,Cr,III,-1.65,43303.26,116391.66
1368.22,Ni,IV,-0.66,152343.70,225431.60
1368.22,Ni,V,-1.06,240193.80,313281.30
1368.24,Co,V,-0.64,262077.30,335164.10
1368.29,Co,V,-0.11,206108.50,279192.40
1368.37,Ni,V,-0.37,242290.40,315370.10
1368.42,Ca,II,-1.02,13650.19,86727.06
1368.42,V_,IV,-1.66,217350.00,144273.10
1368.44,Co,IV,-1.75,144509.60,217585.40
1368.47,Co,V,-0.94,244866.70,317941.00
1368.54,Cr,III,-1.20,43321.22,116391.66
1368.54,Ni,III,-0.92,210090.74,137020.20
1368.56,Cr,III,-1.12,43303.26,116372.92
1368.68,Cr,IV,-1.25,251093.10,178030.00
1368.72,Cr,III,-1.16,169774.75,96714.04
1368.86,Cr,IV,-0.97,233358.80,160305.40
1368.96,Co,V,-0.54,251582.20,324630.40
1368.98,Co,IV,-2.19,132952.60,205999.70
1369.01,Ni,IV,-1.22,141577.20,214622.80
1369.07,V_,II,-0.93,13608.94,86651.50
1369.11,Co,V,-0.79,277330.20,350370.60
1369.15,Co,V,-0.77,276608.80,349646.90
1369.15,Fe,III,-2.41,63494.38,136532.12
1369.20,Fe,III,-2.20,57221.01,130256.19
1369.20,Mn,V,-1.05,200176.90,273212.30
1369.20,Ni,III,-0.22,210055.44,137020.20
1369.22,Co,IV,-2.28,140863.50,213897.90
1369.30,Co,V,-0.37,277747.90,350778.20
1369.40,Mn,III,-2.26,96430.40,169455.00
1369.43,Co,V,-0.18,248098.90,321122.20
1369.43,Mn,III,-1.11,43668.84,116692.14
1369.54,Mn,III,-1.77,43674.70,116692.14
1369.56,Ca,II,-0.87,13710.88,86727.06
1369.56,Ca,II,-2.17,13710.88,86727.06
1369.58,Ni,III,-1.95,82826.40,155841.40
1369.60,Ni,V,-1.49,243266.20,316280.30
1369.67,Ni,IV,-1.69,141577.20,214587.40
1369.71,Ni,III,-0.38,210399.63,137391.30
1369.73,Cr,IV,-0.66,234502.10,161495.30
1369.88,Co,IV,-2.12,144509.60,217508.90
1369.88,Ni,III,-1.21,184220.35,111221.20
1370.00,Co,IV,-1.85,156395.40,229388.20
1370.05,Ni,IV,-1.12,140140.90,213131.10
1370.07,Cr,III,-0.76,169703.27,96714.04
1370.13,Ni,II,-0.09,0.00,72985.65
1370.16,Ni,V,-2.08,225616.50,298600.60
1370.19,Ni,V,-1.78,241773.60,314756.40
1370.21,Co,III,-2.14,171527.60,98546.30
1370.29,Co,IV,-1.97,159638.10,232615.60
1370.30,Fe,V,-0.84,217122.50,290099.10
1370.43,Fe,III,-1.90,63494.58,136464.58
1370.44,Cr,IV,-1.20,254212.10,181243.10
1370.94,Fe,V,-0.47,186433.60,259376.10
1371.18,Cr,III,-0.99,169703.27,96773.47
1371.20,Ni,V,-0.70,241773.60,314702.20
1371.21,Fe,V,-1.04,209110.10,282038.10
1371.36,Co,III,-0.43,171466.60,98546.30
1371.40,Ni,IV,-0.53,156351.20,229269.50
1371.41,Ni,IV,-0.23,139289.40,212207.00
1371.42,Co,V,-0.94,276608.80,349525.80
1371.43,Co,III,-0.34,171740.40,98823.90
1371.46,Co,V,-0.99,242340.30,315255.40
1371.49,Ni,III,-0.99,183126.19,110212.80
1371.53,Mn,III,-1.74,43668.84,116580.17
1371.56,Fe,IV,-0.83,162074.42,234984.35
1371.56,Ni,V,-1.55,243370.50,316280.30
1371.58,Co,V,-0.04,206962.20,279871.10
1371.63,Co,III,-2.29,171729.60,98823.90
1371.64,Mn,III,-1.20,43674.70,116580.17
1371.67,Ni,III,-1.84,184124.86,111221.20
1371.68,Ni,IV,-0.29,111195.80,184099.10
1371.75,Co,V,-1.75,238106.20,311005.70
1371.78,Ni,IV,0.24,145962.50,218860.60
1371.79,Co,III,-0.45,171941.50,99044.00
1371.95,Ni,IV,-0.74,151574.70,224463.60
1371.98,Fe,V,-0.33,215782.60,288669.80
1372.00,Ni,IV,-1.27,141832.00,214718.10
1372.13,V_,II,-1.93,2968.39,75847.96
1372.16,V_,IV,-1.55,226796.30,153918.70
1372.34,Cr,III,-1.45,174312.64,101444.57
1372.35,Ni,IV,-1.59,179655.00,252523.00
1372.52,Ni,V,-1.28,239107.70,311966.50
1372.55,Ni,V,-1.02,216305.70,289163.00
1372.63,Co,IV,-2.15,148098.10,220950.80
1372.63,Cr,III,-1.05,169774.75,96922.02
1372.65,Fe,V,-0.99,216538.10,289389.70
1372.66,Cr,III,-1.57,189633.04,116782.05
1372.78,Fe,IV,-2.11,155744.87,228589.67
1372.82,Co,IV,-2.47,153524.90,226367.60
1372.85,Co,V,-0.77,238164.60,311005.70
1372.86,Ni,III,-0.47,204632.48,131792.02
1372.94,Cr,IV,-1.81,250752.70,177916.50
1372.96,Ni,V,-1.45,246240.90,319076.20
1373.03,Co,V,0.46,277192.40,350024.00
1373.09,Ni,III,-0.92,183041.45,110212.80
1373.16,Co,V,-0.47,205878.90,278703.50
1373.19,Co,V,-0.05,248698.20,321521.40
1373.21,Ni,V,-1.98,242504.30,315326.20
1373.22,Ni,V,-1.79,247104.90,319926.50
1373.23,Co,IV,-1.80,144764.20,217585.40
1373.29,Ni,III,-1.59,210848.80,138030.90
1373.32,Ni,III,-0.95,184037.62,111221.20
1373.39,Cr,IV,-0.53,233798.90,160986.50
1373.39,Ni,V,-0.79,216434.70,289247.10
1373.40,Cr,IV,0.16,233117.30,160305.40
1373.49,Co,IV,-2.25,160351.40,233158.80
1373.51,Mn,V,-0.40,200176.90,272982.90
1373.52,Co,IV,-1.83,159482.30,232288.10
1373.59,Fe,V,0.31,187719.00,260521.00
1373.64,Ni,IV,-1.03,179724.00,252523.00
1373.68,Co,III,-2.39,55729.20,128526.50
1373.68,Fe,V,0.19,187157.50,259954.70
1373.73,Ni,III,-1.78,230169.90,157375.42
1373.74,Ni,III,-1.81,82277.26,155071.00
1373.76,Ni,IV,-1.27,152343.70,225136.90
1373.80,Ni,IV,-1.02,141832.00,214622.80
1373.85,Ni,III,0.38,210848.80,138060.40
1373.93,Co,V,-0.83,277747.90,350532.00
1373.94,Co,IV,-0.84,159482.30,232265.70
1373.96,Cr,III,-1.32,172623.87,99841.67
1373.96,Fe,V,-0.05,213649.20,286431.30
1373.98,Cr,III,-0.97,169703.27,96922.02
1374.00,Mn,V,0.36,203811.80,276592.00
1374.08,Co,V,-0.65,251701.50,324477.50
1374.10,Co,IV,-1.45,159482.30,232257.00
1374.11,Ni,IV,-2.06,159498.50,232272.70
1374.12,Fe,V,0.40,233848.90,306622.80
1374.17,Cr,IV,-1.48,233708.50,160937.40
1374.17,Ni,IV,-1.72,179583.00,252354.00
1374.29,Mn,V,-0.85,203827.30,276592.00
1374.30,Co,IV,-0.49,159851.50,232615.60
1374.35,Ni,V,-1.83,247165.00,319926.50
1374.38,Ni,V,-1.75,240193.80,312953.60
1374.39,Fe,III,-1.23,63425.49,136184.85
1374.41,Co,III,-0.94,171941.50,99182.90
1374.59,Cr,III,-0.47,169847.31,97098.28
1374.62,Ni,IV,-1.45,145192.10,217939.70
1374.63,Co,V,-1.20,238259.10,311005.70
1374.76,Co,IV,-0.70,129134.00,201874.20
1374.79,Fe,V,0.30,258628.50,331367.00
1374.81,Fe,V,-0.20,216652.10,289389.70
1374.93,Ni,IV,-1.07,179792.00,252523.00
1374.98,Ni,V,-1.35,216434.70,289163.00
1375.03,Cr,III,-1.33,169847.31,97121.42
1375.09,Cr,IV,-2.12,250752.70,178030.00
1375.12,Ni,IV,-2.20,159818.40,232539.50
1375.21,Co,V,-0.06,206476.00,279192.40
1375.24,Ni,III,-0.87,185116.05,112401.65
1375.28,Fe,III,-1.56,63487.08,136199.74
1375.33,Fe,III,-1.85,93512.52,166222.17
1375.35,Ni,III,-1.02,184623.54,111914.53
1375.37,Ni,V,-0.76,216590.50,289298.00
1375.48,Ni,V,-2.17,216596.00,289298.00
1375.51,Cr,IV,0.41,233637.60,160937.40
1375.52,Cr,IV,0.34,247239.30,174539.70
1375.53,Ni,III,-0.06,210090.74,137391.30
1375.58,Co,III,-1.54,171740.40,99044.00
1375.59,Ni,III,-2.45,227767.03,155071.00
1375.61,Ni,III,-1.32,184609.57,111914.53
1375.62,Ni,IV,-1.74,142023.50,214718.10
1375.79,Fe,V,-0.74,216860.40,289545.90
1375.88,Ni,III,-0.35,183052.20,110371.35
1375.91,Co,IV,-1.38,129195.20,201874.20
1375.96,Cr,III,-0.72,169774.75,97098.28
1376.02,Co,IV,-2.44,153265.30,225938.70
1376.08,Ni,III,-1.55,183041.45,110371.35
1376.19,Co,V,0.21,268885.80,341550.00
1376.19,Ni,III,0.44,210055.44,137391.30
1376.20,Ni,V,-1.22,242504.30,315168.20
1376.21,Co,V,-1.21,277360.70,350024.00
1376.29,Ni,V,-0.35,243331.50,315990.50
1376.33,Co,V,-1.30,242340.30,314997.30
1376.33,Ni,V,-2.44,221429.00,294086.00
1376.34,Fe,V,0.44,188395.30,261051.90
1376.34,Ni,V,-2.27,216590.50,289247.10
1376.40,Cr,III,-0.73,169774.75,97121.42
1376.45,Fe,V,0.05,186725.50,259376.10
1376.46,Co,IV,-0.67,159638.10,232288.10
1376.60,Co,III,-0.39,171466.60,98823.90
1376.62,Ni,V,-1.66,225200.70,297842.50
1376.68,Ni,III,-0.55,183859.72,111221.20
1376.71,Co,V,-1.52,241582.40,314219.10
1376.81,Cr,IV,-0.96,233618.40,160986.50
1376.81,V_,IV,-1.18,216905.00,144273.10
1376.82,Ni,III,-1.88,84604.10,157235.16
1376.84,Ni,IV,-1.35,179724.00,252354.00
1376.88,Cr,III,-1.35,189597.15,116969.09
1376.89,Co,IV,-0.74,159638.10,232265.70
1376.91,Cr,III,-2.31,169703.27,97077.12
1376.97,Fe,III,-1.75,63494.38,136117.61
1376.98,Co,V,-0.41,277747.90,350370.60
1377.04,Ni,III,-0.82,184518.20,111898.65
1377.06,Ni,III,-1.01,183839.47,111221.20
1377.06,Ni,V,-1.00,241773.60,314392.00
1377.08,Ni,V,-2.16,247281.80,319899.10
1377.09,Ni,III,-0.92,82826.40,155443.30
1377.13,Ni,V,-0.90,235116.50,307731.10
1377.17,Co,V,-0.79,262077.30,334690.20
1377.18,Ni,III,-2.08,184510.75,111898.65
1377.19,Cr,III,-1.19,172712.07,100100.66
1377.51,Co,V,-0.17,206108.50,278703.50
1377.57,Cr,III,-1.24,174337.60,101746.21
1377.60,Cr,IV,0.08,234085.20,161495.30
1377.64,Ni,IV,-0.61,139619.20,212207.00
1377.69,Ni,III,-1.57,182798.20,110212.80
1377.71,Ni,V,-1.33,240193.80,312778.20
1377.76,Ni,IV,-2.04,138446.20,211027.60
1377.83,Cr,IV,0.50,247546.70,174968.60
1377.96,Ni,V,-1.30,247049.10,319620.20
1377.99,Cr,IV,-1.26,237999.50,165430.00
1378.09,Fe,V,0.05,258769.50,331333.80
1378.13,Ni,IV,-0.39,179792.00,252354.00
1378.18,Cr,IV,-0.96,247099.10,174539.70
1378.22,Co,III,-0.28,171740.40,99182.90
1378.36,Ni,III,-2.15,84604.10,157154.27
1378.51,Mn,V,0.06,200670.10,273212.30
1378.56,Fe,V,0.43,205536.40,278075.80
1378.68,Co,III,0.12,171079.30,98546.30
1378.71,Ni,IV,-0.26,139619.20,212150.90
1378.78,Co,V,-0.34,205878.90,278407.00
1378.85,Fe,III,-1.42,63466.67,135990.70
1378.86,Ni,IV,-1.46,141577.20,214101.00
1378.94,Ni,IV,-1.15,141220.30,213739.70
1379.04,Fe,V,-0.15,209523.90,282038.10
1379.11,Co,V,-0.04,236353.10,308863.50
1379.14,Fe,IV,-2.11,154474.85,226983.58
1379.17,Ni,V,-1.31,242862.60,315370.10
1379.20,Fe,V,-1.28,213649.20,286154.90
1379.21,Ni,V,-1.58,240959.60,313464.70
1379.34,Cr,III,-1.08,172921.44,100423.01
1379.36,Ni,IV,-1.73,138446.20,210943.60
1379.41,Ni,IV,-1.44,141561.20,214055.80
1379.42,Fe,IV,-2.20,160778.60,233272.84
1379.44,Ni,III,-0.73,210524.04,138030.90
1379.52,Ni,V,-1.21,236454.10,308943.00
1379.55,Cr,III,-0.64,169847.31,97359.81
1379.60,Co,IV,-2.02,152126.20,224611.00
1379.67,Ni,IV,-1.79,152343.70,224824.90
1379.77,Ni,III,-0.32,204632.48,132156.50
1380.00,Ni,III,-0.40,210524.04,138060.40
1380.04,Co,V,-1.48,243455.20,315916.70
1380.05,Ni,III,-0.42,184375.68,111914.53
1380.11,Fe,V,-0.13,186433.60,258891.50
1380.18,Ni,IV,-1.61,159818.40,232272.70
1380.23,Co,V,-0.01,238390.30,310842.10
1380.24,Co,V,0.43,242765.00,315216.10
1380.28,Co,V,-0.40,235199.90,307649.20
1380.38,Cr,IV,-0.35,233798.90,161354.80
1380.49,Ni,V,-0.90,221429.00,293867.00
1380.50,Ni,V,-1.54,225545.10,297982.80
1380.51,Cr,IV,0.45,234502.10,162064.90
1380.52,Co,IV,-0.74,159851.50,232288.10
1380.53,Co,V,-0.69,252331.90,324767.70
1380.59,Co,III,-2.16,56373.80,128806.60
1380.61,Ni,III,-0.84,184346.50,111914.53
1380.63,Cr,IV,-0.11,256306.20,183875.60
1380.70,Ni,III,-0.17,182798.20,110371.35
1380.78,Co,III,-0.03,171466.60,99044.00
1380.80,Ni,III,-1.96,186073.40,113651.47
1380.90,Ni,III,-0.17,183637.76,111221.20
1380.96,Co,IV,-1.05,156395.40,228809.00
1381.02,Ni,III,0.20,211262.25,138852.20
1381.06,Ni,III,-0.04,210399.63,137991.40
1381.07,Cr,III,-1.10,174508.25,102100.76
1381.18,Co,IV,-2.35,182501.40,254903.00
1381.26,Fe,IV,-2.17,162074.42,234472.00
1381.29,Ni,II,-0.34,1506.94,73903.25
1381.31,Ni,IV,-0.34,139886.70,212281.80
1381.32,Co,IV,-2.23,159482.30,231876.60
1381.32,Ti,II,-1.36,9518.15,81912.92
1381.33,Ti,II,-1.23,9976.00,82369.97
1381.34,Ni,II,-1.55,129474.27,57080.55
1381.38,Ni,III,-1.74,183612.67,111221.20
1381.47,Ni,IV,-2.33,141220.30,213606.90
1381.52,Fe,IV,-0.76,162087.81,234472.00
1381.55,Co,V,0.51,252385.00,324767.70
1381.55,Ni,V,-1.10,241082.20,313464.70
1381.71,Co,V,-0.93,244485.40,316859.20
1381.79,Co,IV,-1.15,163870.60,236240.40
1381.86,Ni,V,-1.53,225616.50,297982.80
1382.02,Co,III,-2.23,55729.20,128086.90
1382.06,Fe,IV,-1.90,161571.59,233927.12
1382.07,Co,IV,-2.45,154012.20,226367.60
1382.09,Ni,III,-0.19,183575.58,111221.20
1382.35,Co,IV,-1.07,156395.40,228736.20
1382.35,Co,IV,-2.38,151040.60,223381.40
1382.39,Ni,V,-1.55,247281.80,319620.20
1382.44,Ni,IV,-0.51,111763.30,184099.10
1382.47,Ni,III,-0.81,202247.60,129913.10
1382.51,Ni,V,-1.00,221087.60,293420.00
1382.54,Cr,III,-1.46,169637.01,97306.59
1382.56,Fe,V,-1.29,214525.80,286855.30
1382.57,Co,IV,-0.73,129195.20,201524.10
1382.57,Cr,IV,-0.30,234085.20,161756.30
1382.61,Co,V,-1.43,242765.00,315092.20
1382.64,Co,IV,-1.49,148098.10,220423.70
1382.65,Co,III,-1.01,99641.70,171966.50
1382.69,Co,V,-1.20,207548.50,279871.10
1382.74,Ni,IV,-0.99,139886.70,212207.00
1382.78,Co,IV,-1.83,148105.50,220423.70
1382.86,Fe,III,-1.14,63425.49,135739.39
1382.88,Mn,V,-0.68,200670.10,272982.90
1382.88,Ni,III,-1.31,185248.15,112935.43
1383.02,Ni,III,-0.60,184220.35,111914.53
1383.06,Cr,IV,-0.59,233798.90,161495.30
1383.12,Co,IV,-1.22,129223.70,201524.10
1383.14,Cr,IV,-1.62,233236.70,160937.40
1383.15,Co,V,-0.86,206108.50,278407.00
1383.19,Co,IV,-2.28,144764.20,217060.70
1383.21,Co,IV,-2.22,129228.70,201524.10
1383.22,Co,IV,-2.40,140863.50,213158.60
1383.25,Ni,III,-0.83,202247.60,129954.00
1383.32,Co,III,-1.62,55729.20,128019.30
1383.32,Ni,III,-1.49,202247.60,129957.95
1383.37,Ni,V,-1.58,216590.50,288877.90
1383.39,Co,V,0.14,277360.70,349646.90
1383.47,Ni,V,-1.51,216596.00,288877.90
1383.56,Co,V,-0.19,277330.20,349607.60
1383.59,Co,V,-0.66,244485.40,316761.00
1383.67,Ni,V,-0.84,251654.90,323926.30
1383.69,Cr,IV,-1.26,247239.30,174968.60
1383.70,Co,V,-1.00,277376.80,349646.90
1383.71,Ni,V,-1.47,240193.80,312463.30
1383.73,Cr,III,-0.63,43285.81,115554.28
1383.73,Fe,III,-1.59,63466.67,135735.12
1383.77,Co,V,-1.50,248855.90,321122.20
1383.81,Ni,IV,-0.46,139886.70,212150.90
1383.82,Cr,IV,-0.37,233618.40,161354.80
1383.88,Cr,IV,-0.76,232566.10,160305.40
1383.88,Sc,IV,-1.07,381712.00,453972.70
1383.89,Ni,IV,-0.72,147635.90,219896.00
1383.97,Co,IV,-2.18,153524.90,225780.80
1383.98,Co,III,0.04,171079.30,98823.90
1384.01,Co,IV,-1.42,144720.30,216974.30
1384.06,Fe,V,-0.59,214611.40,286862.70
1384.19,Co,III,0.44,170535.20,98291.00
1384.20,Fe,V,-1.15,214611.40,286855.30
1384.20,Ni,III,-1.79,183464.88,111221.20
1384.21,Ni,IV,-2.43,159498.50,231742.00
1384.28,Co,V,0.50,252331.90,324571.50
1384.30,Co,IV,-2.04,159638.10,231876.60
1384.41,Cr,III,-1.75,43321.22,115554.28
1384.45,Co,V,-0.44,277376.80,349607.60
1384.46,Co,V,-0.90,206962.20,279192.40
1384.50,V_,II,-2.30,18269.51,90497.90
1384.51,Co,V,-0.79,206476.00,278703.50
1384.51,Cr,III,-0.80,169847.31,97619.48
1384.54,Ni,V,-1.41,225616.50,297842.50
1384.57,Ni,IV,-0.69,156294.00,228518.50
1384.62,Ni,III,-1.29,184623.54,112401.65
1384.62,Ni,IV,-0.59,145192.10,217414.30
1384.71,Ni,V,-1.25,225200.70,297418.10
1384.75,Fe,IV,-1.32,161571.59,233786.72
1384.84,Ni,III,-0.54,184124.86,111914.53
1384.85,Co,IV,-2.23,144764.20,216974.30
1384.85,Ni,V,-0.26,233839.20,306049.00
